Euring;Sortering;Artnavn;Latin;English;Status;Type
02260;10;"Hvidhovedet And";"Oxyura leucocephala";"White-headed Duck";AU;art
02250;20;"Amerikansk Skarveand";"Oxyura jamaicensis";"Ruddy Duck";CU;art
02265;30;"Amerikansk Skarveand x 	
Hvidhovedet And (hybrid)";"Oxyura jamaicensis x O. leucocephala";"Ruddy Duck x White-headed Duck (hybrid)";HU;hybrid
01526;40;"Sorthalset Svane";"Cygnus melancoryphus";"Black-necked Swan";E;art
01520;50;Knopsvane;"Cygnus olor";"Mute Swan";A;art
01525;60;Sortsvane;"Cygnus atratus";"Black Swan";C;art
01530;70;Pibesvane;"Cygnus columbianus";"Tundra Swan";A;art
01540;80;Sangsvane;"Cygnus cygnus";"Whooper Swan";A;art
01539;90;Pibesvane/Sangsvane;"Cygnus columbianus/C. cygnus";"Tundra Swan/Whooper Swan";H;ubestemt
01559;100;"Svane sp.";"Cygnus sp.";"Swan sp.";H;ubestemt
01680;110;Knortegås;"Branta bernicla";"Brant Goose";A;art
01683;120;"Knortegås, Sortbuget (ssp. nigricans)";"Branta bernicla nigricans";"Brant Goose (ssp. nigricans)";AS;underart
01688;130;"Knortegås, Mørkbuget x Sortbuget (hybrid)";"Branta bernicla bernicla x B. b. nigricans";"Brant Goose (bernicla x nigricans)";H;hybrid
01689;140;"Knortegås x Rødhalset Gås (hybrid)";"Branta bernicla x B. ruficollis";"Brant Goose x Red-breasted Goose";H;hybrid
01681;150;"Knortegås, Mørkbuget (ssp. bernicla)";"Branta bernicla bernicla";"Brant Goose (ssp. bernicla)";A;underart
01682;160;"Knortegås, Lysbuget (ssp. hrota)";"Branta bernicla hrota";"Brant Goose (ssp. hrota)";A;underart
01690;170;"Rødhalset Gås";"Branta ruficollis";"Red-breasted Goose";AS;art
01660;180;Canadagås;"Branta canadensis";"Canada Goose";C;art
01664;190;"Canadagås x Bramgås (hybrid)";"Branta canadensis x B. leucopsis";"Canada Goose x Barnacle Goose";H;hybrid
01669;200;"Canadagås x Grågås (hybrid)";"Branta canadensis x Anser anser";"Canada Goose x Greylag Goose";H;hybrid
01670;210;Bramgås;"Branta leucopsis";"Barnacle Goose";A;art
01677;220;"Bramgås x Dværgcanadagås (hybrid)";"Branta leucopsis x B. hutchinsii";"Barnacle Goose x Cackling Goose";H;hybrid
01678;230;"Bramgås x Dværggås (hybrid)";"Branta leucopsis x Anser erythropus";"Barnacle Goose x Lesser White-fronted Goose";H;hybrid
01679;240;"Bramgås x Rødhalset Gås (hybrid)";"Branta leucopsis x B. ruficollis";"Barnacle Goose x Red-breasted Goose";H;hybrid
01665;250;Dværgcanadagås;"Branta hutchinsii";"Cackling Goose";E;art
01699;260;"Rajgås sp.";"Branta sp.";"Goose sp. (branta)";H;ubestemt
01620;270;"Indisk Gås";"Anser indicus";"Bar-headed Goose";C;art
01625;280;"Indisk Gås X Grågås (hybrid)";"Anser indicus x A. anser";"Bar-headed Goose x Greylag Goose (hybrid)";H;hybrid
01626;290;"Indisk Gås X Canadagås (hybrid)";"Anser indicus x Branta canadensis";"Bar-headed Goose x Canada Goose (hybrid)";H;hybrid
01627;300;"Indisk Gås X Bramgås (hybrid)";"Anser indicus x Branta leucopsis";"Bar-headed Goose x Barnacle Goose (hybrid)";H;hybrid
01650;310;Kejsergås;"Anser canagicus";"Emperor Goose";E;art
01645;320;"Dværgsnegås x Bramgås (hybrid)";"Anser rossii x Branta leucopsis";"Ross's Goose x Barnacle Goose";HU;hybrid
01640;330;Dværgsnegås;"Anser rossii";"Ross's Goose";AU;art
01630;340;Snegås;"Anser caerulescens";"Snow Goose";D;art
01639;350;"Snegås x Bramgås (hybrid)";"Anser caerulescens x Branta leucopsis";"Snow Goose x Barnacle Goose";H;hybrid
01610;360;Grågås;"Anser anser";"Greylag Goose";A;art
01615;370;"Grågås x Blisgås (hybrid)";"Anser anser x A. albifrons";"Greylag Goose x Greater White-fronted Goose";H;hybrid
01619;380;"Grågås x Bramgås (hybrid)";"Anser anser x Branta leucopsis";"Greylag Goose x Barnacle Goose";H;hybrid
01560;390;Svanegås;"Anser cygnoides";"Swan Goose";E;art
01569;400;"Svanegås x Grågås (hybrid)";"Anser cygnoides x A. anser";"Swan Goose x Greylag Goose";H;hybrid
01570;410;Tajgasædgås/Tundrasædgås;"Anser fabalis/A. serrirostris";"Taiga Bean Goose/Tundra Bean Goose";H;ubestemt
01600;420;Dværggås;"Anser erythropus";"Lesser White-fronted Goose";AS;art
01590;430;Blisgås;"Anser albifrons";"Greater White-fronted Goose";A;art
01592;440;"Blisgås, Grønlandsk (ssp. flavirostris)";"Anser albifrons flavirostris";"Greater White-fronted Goose (ssp. flavirostris)";AS;underart
01591;450;"Blisgås (ssp. albifrons)";"Anser albifrons albifrons";"Greater White-fronted Goose (ssp. albifrons)";A;underart
01599;460;Blisgås/Dværggås;"Anser albifrons/A. erythropus";"Greater White-fronted Goose/Lesser White-fronted Goose";H;ubestemt
01594;470;"Blisgås x Bramgås (hybrid)";"Anser albifrons x Branta leucopsis";"Greater White-fronted Goose x Barnacle Goose";H;hybrid
01595;480;"Blisgås x Rødhalset Gås (hybrid)";"Anser albifrons x Branta ruficollis";"Greater White-fronted Goose x Red-breasted Goose";H;hybrid
01574;490;Tundrasædgås;"Anser serrirostris";"Tundra Bean Goose";A;art
01580;500;"Kortnæbbet Gås";"Anser brachyrhynchus";"Pink-footed Goose";A;art
01571;510;Tajgasædgås;"Anser fabalis";"Taiga Bean Goose";A;art
01659;520;"Grå Gås sp.";"Anser sp.";"Goose sp. (anser)";H;ubestemt
01709;530;"Gås sp.";"Anser/Branta sp.";"Goose sp.";H;ubestemt
01750;540;Moskusand;"Cairina moschata";"Muscovy Duck";E;art
01780;550;Mandarinand;"Aix galericulata";"Mandarin Duck";C;art
01770;560;Brudeand;"Aix sponsa";"Wood Duck";E;art
01695;570;Magellangås;"Chloephaga picta";"Upland Goose";E;art
01700;580;Nilgås;"Alopochen aegyptiaca";"Egyptian Goose";C;art
01730;590;Gravand;"Tadorna tadorna";"Common Shelduck";A;art
01710;600;Rustand;"Tadorna ferruginea";"Ruddy Shelduck";A;art
01714;610;"Rustand x Gravand (hybrid)";"Tadorna ferruginea x T. tadorna";"Ruddy Shelduck x Common Shelduck";H;hybrid
02120;620;Havlit;"Clangula hyemalis";"Long-tailed Duck";A;art
02090;630;Stellersand;"Polysticta stelleri";"Steller's Eider";AU;art
02070;640;Kongeederfugl;"Somateria spectabilis";"King Eider";AS;art
02060;650;Ederfugl;"Somateria mollissima";"Common Eider";A;art
02063;660;"Ederfugl, Arktisk (ssp. borealis)";"Somateria mollissima borealis";"Common Eider (ssp. borealis)";AU;underart
02078;670;"Kongeederfugl x Ederfugl (hybrid)";"Somateria spectabilis x S. mollissima";"King Eider x Common Eider";H;hybrid
02130;680;Sortand;"Melanitta nigra";"Common Scoter";A;art
02132;690;"Amerikansk Sortand";"Melanitta americana";"Black Scoter";AS;art
02140;700;Brilleand;"Melanitta perspicillata";"Surf Scoter";AS;art
02150;710;Fløjlsand;"Melanitta fusca";"Velvet Scoter";A;art
02153;720;"Amerikansk Fløjlsand";"Melanitta deglandi";"White-winged Scoter";AU;art
02152;730;"Asiatisk Fløjlsand";"Melanitta stejnegeri";"Stejneger's Scoter";AU;art
02151;740;"Amerikansk/Asiatisk Fløjlsand";"Melanitta deglandi/M. stejnegeri";"White-winged Scoter/Stejneger's Scoter";HU;ubestemt
02160;750;Bøffeland;"Bucephala albeola";Bufflehead;DU;art
02180;760;Hvinand;"Bucephala clangula";"Common Goldeneye";A;art
02200;770;"Lille Skallesluger";"Mergellus albellus";Smew;A;art
02189;780;"Hvinand x Lille Skallesluger (hybrid)";"Bucephala clangula x Mergellus albellus";"Common Goldeneye x Smew";H;hybrid
02190;790;Hjelmskallesluger;"Lophodytes cucullatus";"Hooded Merganser";DU;art
02210;800;"Toppet Skallesluger";"Mergus serrator";"Red-breasted Merganser";A;art
02230;810;"Stor Skallesluger";"Mergus merganser";"Common Merganser";A;art
02218;820;"Toppet Skallesluger/Stor Skallesluger";"Mergus serrator/M. merganser";"Red-breasted Merganser/Common Merganser";H;ubestemt
02239;830;"Skallesluger sp.";"Mergus sp.";"Merganser sp.";H;ubestemt
02268;840;"Havdykand sp. (Mergini)";Mergini;"Sea duck sp. (Mergini)";H;ubestemt
02269;850;"Andefugl sp.";Anatidae;"Swan/Goose/Duck sp.";H;ubestemt
01950;860;Marmorand;"Marmaronetta angustirostris";"Marbled Duck";EU;art
01960;870;"Rødhovedet And";"Netta rufina";"Red-crested Pochard";AS;art
01969;880;"Rødhovedet And x Taffeland (hybrid)";"Netta rufina x Aythya ferina";"Red-crested Pochard x Common Pochard";H;hybrid
02020;890;"Hvidøjet And";"Aythya nyroca";"Ferruginous Duck";AS;art
02028;900;"Hvidøjet And x Troldand (hybrid)";"Aythya nyroca x A. fuligula";"Ferruginous Duck x Tufted Duck";H;hybrid
02029;910;"Hvidøjet And x Taffeland (hybrid)";"Aythya nyroca x A. ferina";"Ferruginous Duck x Common Pochard";H;hybrid
01980;920;Taffeland;"Aythya ferina";"Common Pochard";A;art
01989;930;"Taffeland x Troldand (hybrid)";"Aythya ferina x A. fuligula";"Common Pochard x Tufted Duck";H;hybrid
02000;940;Halsbåndstroldand;"Aythya collaris";"Ring-necked Duck";AU;art
02005;950;"Halsbåndstroldand x Troldand (hybrid)";"Aythya collaris x A. fuligula";"Ring-necked Duck x Tufted Duck";HU;hybrid
02030;960;Troldand;"Aythya fuligula";"Tufted Duck";A;art
02038;970;Troldand/Bjergand;"Aythya fuligula/A. marila";"Tufted Duck/Greater Scaup";H;ubestemt
02039;980;"Troldand x Bjergand (hybrid)";"Aythya fuligula x A. marila";"Tufted Duck x Greater Scaup";H;hybrid
02050;990;"Lille Bjergand";"Aythya affinis";"Lesser Scaup";AU;art
02040;1000;Bjergand;"Aythya marila";"Greater Scaup";A;art
02051;1010;"Lille Bjergand x Troldand (hybrid)";"Aythya affinis x A. fuligula";"Lesser Scaup x Tufted Duck";HU;hybrid
02058;1020;"Dykand hybrid";"Aythya sp. x Aythya sp.";"Duck hybrid (Aythya)";H;hybrid
02059;1030;"Dykand sp. (Aythya sp.)";"Aythya sp.";"Duck sp. (Aythya)";H;ubestemt
01830;1040;"Sibirisk Krikand";"Sibirionetta formosa";"Baikal Teal";AU;art
01910;1050;Atlingand;"Spatula querquedula";Garganey;A;art
01920;1060;"Blåvinget And";"Spatula discors";"Blue-winged Teal";AU;art
01930;1070;Kaneland;"Spatula cyanoptera";"Cinnamon Teal";E;art
01940;1080;Skeand;"Spatula clypeata";"Northern Shoveler";A;art
01946;1090;"Skeand x Blåvinget And (hybrid)";"Spatula clypeata x S. discors";"Northern Shoveler x Blue-winged Teal";HU;hybrid
01947;1100;"Skeand x Knarand (hybrid)";"Spatula clypeata x Mareca strepera";"Northern Shoveler x Gadwall";H;hybrid
01948;1110;"Skeand x Gråand (hybrid)";"Spatula clypeata x Anas platyrhynchos";"Northern Shoveler x Mallard";H;hybrid
01810;1120;Segland;"Mareca falcata";"Falcated Duck";E;art
01820;1130;Knarand;"Mareca strepera";Gadwall;A;art
01790;1140;Pibeand;"Mareca penelope";"Eurasian Wigeon";A;art
01794;1150;"Pibeand x Gråand (hybrid)";"Mareca penelope x Anas platyrhynchos";"Eurasian Wigeon x Mallard";H;hybrid
01793;1160;"Pibeand x Krikand (hybrid)";"Mareca penelope x Anas crecca";"Eurasian Wigeon x Eurasian Teal";H;hybrid
01800;1170;"Amerikansk Pibeand";"Mareca americana";"American Wigeon";AU;art
01808;1180;"Amerikansk Pibeand x Pibeand (hybrid)";"Mareca americana x M. penelope";"American Wigeon x Eurasian Wigeon";HU;hybrid
25800;1190;Chilepibeand;"Mareca sibilatrix";"Chiloe Wigeon";E;art
01797;1200;"Pibeand x Knarand (hybrid)";"Mareca penelope x M. strepera";"Eurasian Wigeon x Gadwall";H;hybrid
01798;1210;"Pibeand x Chilepibeand (hybrid)";"Mareca penelope x M. sibilatrix";"Eurasian Wigeon x Chiloe Wigeon";H;hybrid
01799;1220;Pibeand/Spidsand;"Mareca penelope/Anas acuta";"Eurasian Wigeon/Pintail";H;ubestemt
01860;1230;Gråand;"Anas platyrhynchos";Mallard;A;art
01895;1240;"Gråand x Knarand (hybrid)";"Anas platyrhynchos x Mareca strepera";"Mallard x Gadwall";H;hybrid
01870;1250;"Sortbrun And";"Anas rubripes";"American Black Duck";AU;art
01867;1260;"Gråand x Ederfugl (hybrid)";"Anas platyrhynchos x Somateria mollissima";"Mallard x Common Eider";H;hybrid
01868;1270;"Gråand x Troldand (hybrid)";"Anas platyrhynchos x Aythya fuligula";"Mallard x Tufted Duck";H;hybrid
01866;1280;"Gråand x Moskusand (hybrid)";"Anas platyrhynchos x Cairina moschata";"Mallard x Muscovy Duck";H;hybrid
01869;1290;"Gråand x svømmeand sp. (hybrid)";"Anas platyrhynchos x Mareca/Anas/Spatula sp.";"Mallard x Dabbling Duck sp.";H;hybrid
01890;1300;Spidsand;"Anas acuta";"Northern Pintail";A;art
01893;1310;"Spidsand x Pibeand (hybrid)";"Anas acuta x Mareca penelope";"Northern Pintail x Eurasian Wigeon";H;hybrid
01894;1320;"Spidsand x Gråand (hybrid)";"Anas acuta x A. platyrhynchos";"Northern Pintail x Mallard";H;hybrid
01840;1330;Krikand;"Anas crecca";"Eurasian Teal";A;art
01845;1340;"Krikand, Amerikansk (ssp. carolinensis)";"Anas crecca carolinensis";"Teal, Green-winged (ssp. carolinensis)";AS;underart
01843;1350;"Krikand x Gråand (hybrid)";"Anas crecca x A. platyrhynchos";"Eurasian Teal x Mallard";H;hybrid
01844;1360;"Krikand x Amerikansk Krikand (hybrid)";"Anas crecca x A. carolinensis";"Eurasian Teal x Green-winged Teal";H;hybrid
01949;1370;"Svømmeand sp.";"Mareca/Anas/Spatula sp.";"Dabbling Duck sp.";H;ubestemt
03350;1380;Tjur;"Tetrao urogallus";"Western Capercaillie";E;art
03320;1390;Urfugl;"Lyrurus tetrix";"Black Grouse";AU;art
03670;1400;Agerhøne;"Perdix perdix";"Grey Partridge";A;art
03930;1410;Kongefasan;"Syrmaticus reevesii";"Reeves's Pheasant";E;art
03960;1420;Guldfasan;"Chrysolophus pictus";"Golden Pheasant";E;art
03940;1430;Fasan;"Phasianus colchicus";"Common Pheasant";C;art
35670;1440;Påfugl;"Pavo cristatus";"Indian Peafowl";E;art
03700;1450;Vagtel;"Coturnix coturnix";"Common Quail";A;art
03580;1460;Rødhøne;"Alectoris rufa";"Red-legged Partridge";E;art
03550;1470;Chukarhøne;"Alectoris chukar";"Chukar Partridge";E;art
01480;1480;"Lille Flamingo";"Phoeniconaias minor";"Lesser Flamingo";E;art
01489;1490;"Flamingo sp.";Phoenicopteridae;"Flamingo sp.";H;ubestemt
01475;1500;Chileflamingo;"Phoenicopterus chilensis";"Chilean Flamingo";E;art
01472;1510;"Stor Flamingo";"Phoenicopterus roseus";"Greater Flamingo";DU;art
01471;1520;Cariberflamingo;"Phoenicopterus ruber";"American Flamingo";E;art
01470;1530;"Stor Flamingo/Cariberflamingo";"Phoenicopterus roseus/P. ruber";"Greater Flamingo/American Flamingo";H;ubestemt
00070;1540;"Lille Lappedykker";"Tachybaptus ruficollis";"Little Grebe";A;art
00110;1550;"Nordisk Lappedykker";"Podiceps auritus";"Horned Grebe";A;art
00119;1560;"Nordisk Lappedykker/Sorthalset Lappedykker";"Podiceps auritus/P. nigricollis";"Horned Grebe/Black-necked Grebe";H;ubestemt
00100;1570;"Gråstrubet Lappedykker";"Podiceps grisegena";"Red-necked Grebe";A;art
00090;1580;"Toppet Lappedykker";"Podiceps cristatus";"Great Crested Grebe";A;art
00099;1590;"Toppet Lappedykker/Gråstrubet Lappedykker";"Podiceps cristatus/P. grisegena";"Great Crested Grebe/Red-necked Grebe";H;ubestemt
00120;1600;"Sorthalset Lappedykker";"Podiceps nigricollis";"Black-necked Grebe";A;art
00139;1610;"Lappedykker sp.";Podicipedidae;"Grebe sp.";H;ubestemt
04460;1620;Stortrappe;"Otis tarda";"Great Bustard";AU;art
04445;1630;"Østlig Kravetrappe";"Chlamydotis macqueenii";"Macqueen's Bustard";BU;art
04420;1640;Dværgtrappe;"Tetrax tetrax";"Little Bustard";AU;art
07160;1650;Skadegøg;"Clamator glandarius";"Great Spotted Cuckoo";AU;art
07280;1660;"Gulnæbbet Gøg";"Coccyzus americanus";"Yellow-billed Cuckoo";BU;art
07270;1670;"Sortnæbbet Gøg";"Coccyzus erythropthalmus";"Black-billed Cuckoo";AU;art
07240;1680;Gøg;"Cuculus canorus";"Common Cuckoo";A;art
06630;1690;Steppehøne;"Syrrhaptes paradoxus";"Pallas's Sandgrouse";AU;art
06950;1700;Sørgedue;"Zenaida macroura";"Mourning Dove";AU;art
06890;1710;"Østlig Turteldue";"Streptopelia orientalis";"Oriental Turtle Dove";AU;art
06870;1720;Turteldue;"Streptopelia turtur";"European Turtle Dove";AS;art
06840;1730;Tyrkerdue;"Streptopelia decaocto";"Eurasian Collared Dove";A;art
06700;1740;Ringdue;"Columba palumbus";"Common Wood Pigeon";A;art
06650;1750;"Klippedue (tamdue)";"Columba livia";"Rock Dove";C;art
06680;1760;Huldue;"Columba oenas";"Stock Dove";A;art
07069;1770;"Due sp.";Columbidae;"Dove/Pigeon sp.";H;ubestemt
04360;1780;Prærietrane;"Antigone canadensis";"Sandhill Crane";AU;art
04410;1790;Jomfrutrane;"Grus virgo";"Demoiselle Crane";AU;art
04380;1800;"Japansk Trane";"Grus japonensis";"Red-crowned Crane";E;art
04385;1805;"Trane x Japansk Trane (hybrid)";"Grus grus x G. japonensis";"Common Crane x Red-crowned Crane (hybrid)";H;hybrid
04330;1810;Trane;"Grus grus";"Common Crane";A;art
04409;1820;"Trane sp.";"Grus/Antigone sp.";"Crane sp.";H;ubestemt
04419;1830;"Stork/Trane sp.";"Ciconia/Grus/Antigone sp.";"Stork/Crane sp.";H;ubestemt
04070;1840;Vandrikse;"Rallus aquaticus";"Water Rail";A;art
04210;1850;Engsnarre;"Crex crex";"Corn Crake";A;art
04080;1860;"Plettet Rørvagtel";"Porzana porzana";"Spotted Crake";AS;art
04240;1870;Rørhøne;"Gallinula chloropus";"Common Moorhen";A;art
04290;1880;Blishøne;"Fulica atra";"Eurasian Coot";A;art
04298;1890;"Blishøne x Rørhøne (hybrid)";"Fulica atra x Gallinula chloropus";"Eurasian Coot x Common Moorhen";H;hybrid
04250;1900;"Lille Sultanhøne";"Porphyrio alleni";"Allen's Gallinule";BU;art
04270;1910;Sultanhøne;"Porphyrio porphyrio";"Western Swamphen";E;art
04100;1920;"Lille Rørvagtel";"Zapornia parva";"Little Crake";AU;art
04110;1930;Dværgrørvagtel;"Zapornia pusilla";"Baillon's Crake";AU;art
04169;1940;"Rørvagtel sp.";"Porzana/Zapornia sp.";"Crake sp.";H;ubestemt
04590;1950;Triel;"Burhinus oedicnemus";"Eurasian Stone-curlew";AU;art
04560;1960;Klyde;"Recurvirostra avosetta";"Pied Avocet";A;art
04550;1970;Stylteløber;"Himantopus himantopus";"Black-winged Stilt";AS;art
04500;1980;Strandskade;"Haematopus ostralegus";"Eurasian Oystercatcher";A;art
04860;1990;Strandhjejle;"Pluvialis squatarola";"Grey Plover";A;art
04850;2000;Hjejle;"Pluvialis apricaria";"European Golden Plover";A;art
04840;2010;"Amerikansk Hjejle";"Pluvialis dominica";"American Golden Plover";AU;art
04845;2020;"Sibirisk Hjejle";"Pluvialis fulva";"Pacific Golden Plover";AU;art
04848;2030;"Amerikansk Hjejle/Sibirisk Hjejle";"Pluvialis fulva/P. dominica";"Pacific Golden Plover/American Golden Plover";HU;ubestemt
04820;2040;Pomeransfugl;"Eudromias morinellus";"Eurasian Dotterel";AS;art
04700;2050;"Stor Præstekrave";"Charadrius hiaticula";"Common Ringed Plover";A;art
04701;2060;"Stor Præstekrave (ssp. hiaticula)";"Charadrius hiaticula hiaticula";"Common Ringed Plover (ssp. hiaticula)";A;underart
04702;2070;"Stor Præstekrave, Tundra (ssp. tundrae)";"Charadrius hiaticula tundrae";"Common Ringed Plover (ssp. tundrae)";A;underart
04690;2080;"Lille Præstekrave";"Thinornis dubius";"Little Ringed Plover";A;art
04930;2090;Vibe;"Vanellus vanellus";"Northern Lapwing";A;art
04870;2100;Sporevibe;"Vanellus spinosus";"Spur-winged Lapwing";EU;art
04910;2110;Steppevibe;"Vanellus gregarius";"Sociable Lapwing";AU;art
04920;2120;Sumpvibe;"Vanellus leucurus";"White-tailed Lapwing";AU;art
04800;2130;"Kaspisk Præstekrave";"Anarhynchus asiaticus";"Caspian Plover";AU;art
04780;2140;"Tibetansk Præstekrave";"Anarhynchus atrifrons";"Tibetan Sand Plover";AU;art
04786;2150;"Sibirisk Præstekrave";"Anarhynchus mongolus";"Siberian Sand Plover";AU;art
04790;2160;Ørkenpræstekrave;"Anarhynchus leschenaultii";"Greater Sand Plover";AU;art
04795;2170;"Ørken-/Tibetansk/Sibirisk Præstekrave";"Anarhynchus leschenaultii/atrifrons/mongolus";"Greater/Tibetan/Siberian Sand Plover";HU;ubestemt
04770;2180;"Hvidbrystet Præstekrave";"Anarhynchus alexandrinus";"Kentish Plover";AS;art
04939;2190;"Brokfugl sp.";Charadriinae;"Lapwing/Plover sp.";H;ubestemt
05440;2200;Bartramsklire;"Bartramia longicauda";"Upland Sandpiper";AU;art
05380;2210;Småspove;"Numenius phaeopus";"Eurasian Whimbrel";A;art
05410;2220;Storspove;"Numenius arquata";"Eurasian Curlew";A;art
05439;2230;"Spove sp.";"Numenius sp.";"Whimbrel/Curlew sp.";H;ubestemt
05340;2240;"Lille Kobbersneppe";"Limosa lapponica";"Bar-tailed Godwit";A;art
05320;2250;"Stor Kobbersneppe";"Limosa limosa";"Black-tailed Godwit";A;art
05322;2260;"Stor Kobbersneppe, Islandsk (ssp. islandica)";"Limosa limosa islandica";"Black-tailed Godwit (ssp. islandica)";A;underart
05321;2270;"Stor Kobbersneppe (ssp. limosa)";"Limosa limosa limosa";"Black-tailed Godwit (ssp. limosa)";A;underart
05330;2280;"Canadisk Kobbersneppe";"Limosa haemastica";"Hudsonian Godwit";AU;art
05270;2290;"Langnæbbet Sneppeklire";"Limnodromus scolopaceus";"Long-billed Dowitcher";AU;art
05289;2300;"Sneppeklire sp.";"Limnodromus sp.";"Dowitcher sp.";HU;ubestemt
05180;2310;Enkeltbekkasin;"Lymnocryptes minimus";"Jack Snipe";A;art
05290;2320;Skovsneppe;"Scolopax rusticola";"Eurasian Woodcock";A;art
05200;2330;Tredækker;"Gallinago media";"Great Snipe";AS;art
05190;2340;Dobbeltbekkasin;"Gallinago gallinago";"Common Snipe";A;art
05550;2350;Terekklire;"Xenus cinereus";"Terek Sandpiper";AU;art
05560;2360;Mudderklire;"Actitis hypoleucos";"Common Sandpiper";A;art
05570;2370;"Plettet Mudderklire";"Actitis macularius";"Spotted Sandpiper";AU;art
05630;2380;"Amerikansk Svømmesneppe";"Phalaropus tricolor";"Wilson's Phalarope";AU;art
05650;2390;Thorshane;"Phalaropus fulicarius";"Red Phalarope";AS;art
05640;2400;Odinshane;"Phalaropus lobatus";"Red-necked Phalarope";AS;art
05649;2410;Odinshane/Thorshane;"Phalaropus lobatus/P. fulicarius";"Red-necked Phalarope/Red Phalarope";H;ubestemt
05530;2420;Svaleklire;"Tringa ochropus";"Green Sandpiper";A;art
05470;2430;Damklire;"Tringa stagnatilis";"Marsh Sandpiper";AS;art
05540;2440;Tinksmed;"Tringa glareola";"Wood Sandpiper";A;art
05460;2450;Rødben;"Tringa totanus";"Common Redshank";A;art
05462;2460;"Rødben, Islandsk (ssp. robusta)";"Tringa totanus robusta";"Common Redshank (ssp. robusta)";A;underart
05461;2470;"Rødben (ssp. totanus)";"Tringa totanus totanus";"Common Redshank (ssp. totanus)";A;underart
05459;2480;Sortklire/Rødben;"Tringa erythropus/T. totanus";"Spotted Redshank/Common Redshank";H;ubestemt
05510;2490;"Lille Gulben";"Tringa flavipes";"Lesser Yellowlegs";AU;art
05450;2500;Sortklire;"Tringa erythropus";"Spotted Redshank";A;art
05480;2510;Hvidklire;"Tringa nebularia";"Common Greenshank";A;art
05500;2520;"Stor Gulben";"Tringa melanoleuca";"Greater Yellowlegs";AU;art
05610;2530;Stenvender;"Arenaria interpres";"Ruddy Turnstone";A;art
04960;2540;"Islandsk Ryle";"Calidris canutus";"Red Knot";A;art
04961;2550;"Islandsk Ryle, Sibirisk (ssp. canutus)";"Calidris canutus canutus";"Red Knot (ssp. canutus)";A;underart
04962;2560;"Islandsk Ryle, Baffinryle (ssp. islandica)";"Calidris canutus islandica";"Red Knot (ssp. islandica)";A;underart
04969;2570;"Islandsk Ryle/Lille Kobbersneppe";"Calidris canutus/limosa lapponica";"Red Knot/Bar-Tailed Godwit";H;ubestemt
05170;2580;Brushane;"Calidris pugnax";Ruff;A;art
05080;2590;"Spidshalet Ryle";"Calidris acuminata";"Sharp-tailed Sandpiper";AU;art
05140;2600;Kærløber;"Calidris falcinellus";"Broad-billed Sandpiper";AS;art
05090;2610;"Krumnæbbet Ryle";"Calidris ferruginea";"Curlew Sandpiper";A;art
05150;2620;Klireryle;"Calidris himantopus";"Stilt Sandpiper";AU;art
05000;2630;"Rødhalset Ryle";"Calidris ruficollis";"Red-necked Stint";AU;art
05020;2640;Temmincksryle;"Calidris temminckii";"Temminck's Stint";A;art
05160;2650;Prærieløber;"Calidris subruficollis";"Buff-breasted Sandpiper";AU;art
04970;2660;Sandløber;"Calidris alba";Sanderling;A;art
05120;2670;"Almindelig Ryle";"Calidris alpina";Dunlin;A;art
05123;2680;"Almindelig Ryle, Engryle (ssp. schinzii)";"Calidris alpina schinzii";"Dunlin (ssp. schinzii)";A;underart
05121;2690;"Almindelig Ryle, Nordlig (ssp. alpina)";"Calidris alpina alpina";"Dunlin (ssp. alpina)";A;underart
05100;2700;"Sortgrå Ryle";"Calidris maritima";"Purple Sandpiper";A;art
05060;2710;Bairdsryle;"Calidris bairdii";"Baird's Sandpiper";AU;art
05070;2720;"Stribet Ryle";"Calidris melanotos";"Pectoral Sandpiper";AS;art
04980;2730;"Tyknæbbet Dværgryle";"Calidris pusilla";"Semipalmated Sandpiper";AU;art
05129;2740;"Ryle sp.";"Calidris sp.";"Sandpiper sp.";H;ubestemt
05010;2750;Dværgryle;"Calidris minuta";"Little Stint";A;art
05018;2760;Dværgryle/Temmincksryle;"Calidris minuta/C. temminckii";"Little Stint/Temminck´s Stint";H;ubestemt
05050;2770;"Hvidrygget Ryle";"Calidris fuscicollis";"White-rumped Sandpiper";AU;art
04640;2780;Ørkenløber;"Cursorius cursor";"Cream-colored Courser";AU;art
04660;2790;Orientbraksvale;"Glareola maldivarum";"Oriental Pratincole";AU;art
04670;2800;"Sortvinget Braksvale";"Glareola nordmanni";"Black-winged Pratincole";AU;art
04650;2810;"Rødvinget Braksvale";"Glareola pratincola";"Collared Pratincole";AU;art
04689;2820;"Braksvale sp.";"Glareola sp.";"Pratincole sp.";HU;ubestemt
05658;2830;"Vader sp., Stor";"Charadrii sp.";"Limicolae (Larger)";H;ubestemt
05659;2840;"Vader sp., Lille";"Charadrii sp.";"Limicolae (Smaller)";H;ubestemt
05670;2850;"Almindelig Kjove";"Stercorarius parasiticus";"Parasitic Jaeger";A;art
05679;2860;"Almindelig Kjove/Lille Kjove";"Stercorarius parasiticus/S. longicaudus";"Parasitic Jaeger/Long-tailed Jaeger";H;ubestemt
05680;2870;"Lille Kjove";"Stercorarius longicaudus";"Long-tailed Jaeger";AS;art
05660;2880;Mellemkjove;"Stercorarius pomarinus";"Pomarine Jaeger";AS;art
