TAXON_ORDER,CATEGORY,SPECIES_CODE,TAXON_CONCEPT_ID,English (Clements),Scientific (Clements),ORDER,FAMILY,SPECIES_GROUP,REPORT_AS,EBIRD,Scientific (AviList),English (AviList),AvibaseID,norm_com_name,taxon_order,category,species_code,bio_concept_code,primary_com_name,sci_name,order1,family,species_group,sparse_report_as,report_as,four_letter_code,extinct,extinct_year,Afrikaans,Albanian,Arabic,Armenian,Assamese,Asturleonese,Azerbaijani,Bangla (Bangladesh),Bengali (India),Bengali,Bulgarian,Catalan,Chinese - Mandarin (trad),"Chinese, Hong Kong","Chinese, Simple","Creole, Haiti",Croatian,Czech,Danish,Dutch,English (AviList)_translations,English,"English, Australia","English, Bangladesh","English, HBW","English, Hawaii","English, Hong Kong","English, IOC","English, India","English, Kenya","English, Malaysia","English, New Zealand","English, Philippines","English, South Africa","English, UAE","English, United Kingdom","English, United States",Estonian,Euskera,Faroese,Finnish,French,"French, AOS","French, Canada","French, France","French, French Guiana","French, Guadeloupe","French, Haiti",Galician,Georgian,German,Greek,Gujarati,Hebrew,Hindi,Hungarian,Icelandic,Indonesian,Italian,Japanese,Kannada,Kashmiri (India),Kazakh,Konkani,Korean,Kyrgyz,Ladakhi,Latvian,Lithuanian,Malayalam,Manipuri,Marathi,Mizo,Mongolian,Māori,Nepali (India),Nepali (Nepal),Norwegian,Odia,Persian,Polish,"Portuguese, Angola","Portuguese, Azores","Portuguese, Brazil","Portuguese, Madeira","Portuguese, Portugal","Punjabi, India",Romanian,Russian,Serbian,Slovak,Slovenian,Spanish,"Spanish, Argentina","Spanish, Chile","Spanish, Costa Rica","Spanish, Cuba","Spanish, Dominican Republic","Spanish, Ecuador","Spanish, Honduras","Spanish, Mexico","Spanish, Panama","Spanish, Paraguay","Spanish, Peru","Spanish, Puerto Rico","Spanish, Spain","Spanish, Uruguay","Spanish, Venezuela",Swedish,"Tamil, India",Telugu,Thai,Turkish,Ukrainian,Zulu,pri_com_name_indxd,authority_code,authority_ver,Scientific (AviList)_sci
11167,species,yucwoo,avibase-3F247BBA,Yucatan Woodpecker,Melanerpes pygmaeus,Piciformes,Picidae (Woodpeckers),Woodpeckers,,https://ebird.org/species/yucwoo,Melanerpes pygmaeus,Yucatan Woodpecker,avibase-3F247BBA,yucatanwoodpecker,11057,species,yucwoo,avibase-3F247BBA,Yucatan Woodpecker,Melanerpes pygmaeus,Piciformes,Picidae (Woodpeckers),Woodpeckers,,yucwoo,YUWO,0,,Yucatanspeg,,,,,,,,,,Юкатански кълвач,picot de Yucatán,,,,,jukatanski djetlić,datel yukatanský,,Yucatanspecht,Yucatan Woodpecker,Yucatan Woodpecker,,,Yucatan Woodpecker,,,Yucatan Woodpecker,,,,,,,,,Yucatan Woodpecker,yucatani leeträhn,,,jukatanintikka,Pic du Yucatan,,Pic du Yucatan,,,,,,,Yucatánspecht,,,,,,,,,ユカタンシマセゲラ,,,,,,,,,,,,,,,,,,yucatánspett,,,dzięciur jukatański,,,,,,,,Юкатанский дятел,Jukatanski detlić,tesárik malý,,Carpintero Yucateco,,,,,,,Carpintero Caribeño,Carpintero Yucateco,,,,,Carpintero yucateco,,,yucatánspett,,,,Yukatan Ağaçkakanı,Гіла юкатанська,,"Woodpecker, Yucatan",EBIRD,2024,Melanerpes pygmaeus
11171,species,recwoo1,avibase-6F6D0E72,Red-crowned Woodpecker,Melanerpes rubricapillus,Piciformes,Picidae (Woodpeckers),Woodpeckers,,https://ebird.org/species/recwoo1,Melanerpes rubricapillus,Red-crowned Woodpecker,avibase-6F6D0E72,redcrownedwoodpecker,11061,species,recwoo1,avibase-6F6D0E72,Red-crowned Woodpecker,Melanerpes rubricapillus,Piciformes,Picidae (Woodpeckers),Woodpeckers,,recwoo1,RCRW,0,,Rooikroonspeg,,,,,,,,,,Пъстрокрил кълвач,picot de corona roja,,,,,narančastotjemeni djetlić,datel kápový,,Roodkruinspecht,Red-crowned Woodpecker,Red-crowned Woodpecker,,,Red-crowned Woodpecker,,,Red-crowned Woodpecker,,,,,,,,,Red-crowned Woodpecker,väike-leeträhn,,,pikkuraitatikka,Pic à couronne rouge,,Pic à couronne rouge,,,,,,,Rotkappenspecht,,,,,,,,,シロビタイシマセゲラ,,,,,,,,,,,,,,,,,,rødkronespett,,,dzięciur czerwonołbisty,,,,,,,,Красношапочный дятел,Crvenokapi detlić,tesárik čiapočkatý,,Carpintero Coronirrojo,,,Carpintero Nuquirrojo,,,,,,Carpintero Coronirrojo,,,,Carpintero coronirrojo,,Carpintero Habado,rödkronad hackspett,,,,Al Başlıklı Ağaçkakan,Гіла мала,,"Woodpecker, Red-crowned",EBIRD,2024,Melanerpes rubricapillus
11176,species,gilwoo,avibase-377525FA,Gila Woodpecker,Melanerpes uropygialis,Piciformes,Picidae (Woodpeckers),Woodpeckers,,https://ebird.org/species/gilwoo,Melanerpes uropygialis,Gila Woodpecker,avibase-377525FA,gilawoodpecker,11066,species,gilwoo,avibase-377525FA,Gila Woodpecker,Melanerpes uropygialis,Piciformes,Picidae (Woodpeckers),Woodpeckers,,gilwoo,GIWO,0,,Gilaspeg,,,,,,,,,,Кактусов кълвач,picot del Gila,,,,,djetlić kaktusar,datel gilský,,Gilaspecht,Gila Woodpecker,Gila Woodpecker,,,Gila Woodpecker,,,Gila Woodpecker,,,,,,,,,Gila Woodpecker,kaktuse-leeträhn,,,kaktusraitatikka,Pic des saguaros,,Pic des saguaros,,,,,,,Gilaspecht,,,,,,Kaktusspæta,,,サバクシマセゲラ,,,,,,,,,,,,,,,,,,kaktusspett,,,dzięciur kaktusowy,,,,,,,,Кактусовый дятел,Gila detlić,tesárik kaktusový,,Carpintero de Gila,,,,,,,,Carpintero del Desierto,,,,,Carpintero de Gila,,,kaktusspett,,,,Gila Ağaçkakanı,Гіла каліфорнійська,,"Woodpecker, Gila",EBIRD,2024,Melanerpes uropygialis
11180,species,hofwoo1,avibase-5EE1961C,Hoffmann's Woodpecker,Melanerpes hoffmannii,Piciformes,Picidae (Woodpeckers),Woodpeckers,,https://ebird.org/species/hofwoo1,Melanerpes hoffmannii,Hoffmann's Woodpecker,avibase-5EE1961C,hoffmann'swoodpecker,11070,species,hofwoo1,avibase-5EE1961C,Hoffmann's Woodpecker,Melanerpes hoffmannii,Piciformes,Picidae (Woodpeckers),Woodpeckers,,hofwoo1,HOWO,0,,Nikaraguaanse Speg,,,,,,,,,,Жълтокорем кълвач,picot de Hoffmann,,,,,zlatnotrbi djetlić,datel žlutotýlý,,Hoffmannspecht,Hoffmann's Woodpecker,Hoffmann's Woodpecker,,,Hoffmann's Woodpecker,,,Hoffmann's Woodpecker,,,,,,,,,Hoffmann's Woodpecker,nikaraagua leeträhn,,,viitaraitatikka,Pic de Hoffmann,,Pic de Hoffmann,,,,,,,Hoffmannspecht,,,,,,,,,コスタリカキビタイシマセゲラ,,,,,,,,,,,,,,,,,,hagespett,,,dzięciur płomiennogłowy,,,,,,,,Никарагуанский дятел,Hofmanov detlić,tesárik žltotylový,,Carpintero de Hoffmann,,,Carpintero de Hoffmann,,,,Carpintero Sureño,,Carpintero de Hoffmann,,,,Carpintero de Hoffmann,,,hoffmannspett,,,,Hoffmann Ağaçkakanı,Гіла нікарагуанська,,"Woodpecker, Hoffmann's",EBIRD,2024,Melanerpes hoffmannii
11183,species,gofwoo,avibase-88C719E5,Golden-fronted Woodpecker,Melanerpes aurifrons,Piciformes,Picidae (Woodpeckers),Woodpeckers,,https://ebird.org/species/gofwoo,Melanerpes aurifrons,Golden-fronted Woodpecker,avibase-88C719E5,goldenfrontedwoodpecker,11072,species,gofwoo,avibase-88C719E5,Golden-fronted Woodpecker,Melanerpes aurifrons,Piciformes,Picidae (Woodpeckers),Woodpeckers,,gofwoo,GFWO,0,,Goudblesspeg,,,,,,,,,,Златочел кълвач,picot frontdaurat,,,,,prugastoleđi djetlić,datel zlatočelý,,Goudvoorhoofdspecht,Golden-fronted Woodpecker,Golden-fronted Woodpecker,,,Golden-fronted Woodpecker,,,Golden-fronted/Velasquez's Woodpecker,,,,,,,,,Golden-fronted Woodpecker,tulipea-leeträhn,,,raitatikka,Pic à front doré,,Pic à front doré,,,,,,,Goldstirnspecht,,,,,,,,,キバナシマセゲラ,,,,,,,,,,,,,,,,,,mesquitespett,,,dzięciur złotoczelny,,,,,,,,Златолобый дятел,Zlatočeli američki detlić,tesárik zlatočelý,,Carpintero Frentidorado,,,,,,,Carpintero Frente Dorada,Carpintero Cheje,,,,,Carpintero frentidorado,,,gulpannad hackspett,,,,Altın Alınlı Ağaçkakan,Гіла золотоголова,,"Woodpecker, Golden-fronted",EBIRD,2024,Melanerpes aurifrons
11199,species,rebwoo,avibase-078557F2,Red-bellied Woodpecker,Melanerpes carolinus,Piciformes,Picidae (Woodpeckers),Woodpeckers,,https://ebird.org/species/rebwoo,Melanerpes carolinus,Red-bellied Woodpecker,avibase-078557F2,redbelliedwoodpecker,11088,species,rebwoo,avibase-078557F2,Red-bellied Woodpecker,Melanerpes carolinus,Piciformes,Picidae (Woodpeckers),Woodpeckers,,rebwoo,RBWO,0,,Rooipensspeg,,,,,,,,,,Каролински кълвач,picot de Carolina,,,,,crvenokapi djetlić,datel karolínský,,Roodbuikspecht,Red-bellied Woodpecker,Red-bellied Woodpecker,,,Red-bellied Woodpecker,,,Red-bellied Woodpecker,,,,,,,,,Red-bellied Woodpecker,pähkli-leeträhn,,,tammiraitatikka,Pic à ventre roux,,Pic à ventre roux,,,,,,,Carolinaspecht,,,,,,Línuspæta,,,シマセゲラ,,,,,,,,,,,,,,,,,,lundspett,,,dzięciur czerwonobrzuchy,,,,,,,,Каролинский дятел,Karolinski detlić,tesárik červenotylový,,Carpintero de Carolina,,,,,,,,,,,,,Carpintero de Carolina,,,karolinaspett,,,,Kızılca Karınlı Ağaçkakan,Гіла каролінська,,"Woodpecker, Red-bellied",EBIRD,2024,Melanerpes carolinus
11202,species,weiwoo1,avibase-0B09B2B5,West Indian Woodpecker,Melanerpes superciliaris,Piciformes,Picidae (Woodpeckers),Woodpeckers,,https://ebird.org/species/weiwoo1,Melanerpes superciliaris,West Indian Woodpecker,avibase-0B09B2B5,westindianwoodpecker,11091,species,weiwoo1,avibase-0B09B2B5,West Indian Woodpecker,Melanerpes superciliaris,Piciformes,Picidae (Woodpeckers),Woodpeckers,,weiwoo1,WIWO,0,,Palmspeg,,,,,,,,,,Черновежд кълвач,picot cellanegre,,,,,prugastokrili djetlić,datel karibský,,Bahamaspecht,West Indian Woodpecker,West Indian Woodpecker,,,West Indian Woodpecker,,,West Indian Woodpecker,,,,,,,,,West Indian Woodpecker,suur-leeträhn,,,kuubanraitatikka,Pic à sourcils noirs,,Pic à sourcils noirs,,,,,,,Bahamaspecht,,,,,,Randaspæta,,,マユグロシマセゲラ,,,,,,,,,,,,,,,,,,palmespett,,,dzięciur antylski,,,,,,,,Багамский дятел,Zapadnoindijski detlić,tesárik pásikavec,,Carpintero Antillano,,,,Carpintero jabado,,,,,,,,,Carpintero antillano,,,karibspett,,,,Kara Kaşlı Ağaçkakan,Гіла багамська,,"Woodpecker, West Indian",EBIRD,2024,Melanerpes superciliaris
11209,species,ettwoo1,avibase-05B8A4F1,Eurasian Three-toed Woodpecker,Picoides tridactylus,Piciformes,Picidae (Woodpeckers),Woodpeckers,,https://ebird.org/species/ettwoo1,Picoides tridactylus,Eurasian Three-toed Woodpecker,avibase-05B8A4F1,eurasianthreetoedwoodpecker,11098,species,ettwoo1,avibase-05B8A4F1,Eurasian Three-toed Woodpecker,Picoides tridactylus,Piciformes,Picidae (Woodpeckers),Woodpeckers,,ettwoo1,,0,,Eurasiese Drietoonspeg,Qukapiku tregishtor,,,,,,,,,Трипръст кълвач,picot tridàctil,,,三趾啄木鸟,,troprsti djetlić,datlík tříprstý,Tretået Spætte,Drieteenspecht,Eurasian Three-toed Woodpecker,Eurasian Three-toed Woodpecker,,,Three-toed/Dark-bodied Woodpecker,,,Eurasian Three-toed Woodpecker,,,,,,,,,Eurasian Three-toed Woodpecker,laanerähn,Okil hiruhatza,,pohjantikka,Pic tridactyle,,Pic tridactyle,,,,,,,Dreizehenspecht,Τριδάχτυλος Δρυοκολάπτης,,נקר תלת-אצבעי,,Háromujjú hőcsik,Barkspæta,,Picchio tridattilo,ミユビゲラ,,,Үшсаусақты тоқылдақ,,,Yч бармактуу тоңкулдак,,Trīspirkstu dzenis,Tripirštis genys,,,,,Гурван хумст тоншуул,,,,tretåspett,,,dzięcioł trójpalczasty,,,,,Pica-pau-tridáctilo,,Ciocănitoare de munte,Трёхпалый дятел,Troprsti detlić,ďubník trojprstý,Triprsti detel,Pico Tridáctilo Euroasiático,,,,,,,,,,,,,Pico tridáctilo euroasiático,,,tretåig hackspett,,,,Üç Parmaklı Ağaçkakan,Дятел трипалий,,"Woodpecker, Eurasian Three-toed",EBIRD,2024,Picoides tridactylus
11216,species,attwoo1,avibase-6D2680D0,American Three-toed Woodpecker,Picoides dorsalis,Piciformes,Picidae (Woodpeckers),Woodpeckers,,https://ebird.org/species/attwoo1,Picoides dorsalis,American Three-toed Woodpecker,avibase-6D2680D0,americanthreetoedwoodpecker,11105,species,attwoo1,avibase-6D2680D0,American Three-toed Woodpecker,Picoides dorsalis,Piciformes,Picidae (Woodpeckers),Woodpeckers,,attwoo1,ATTW,0,,Amerikaanse Drietoonspeg,,,,,,,,,,Американски трипръст кълвач,,,,,,prugastoboki djetlić,datlík smrkový,,Amerikaanse drieteenspecht,American Three-toed Woodpecker,American Three-toed Woodpecker,,,Three-toed Woodpecker (American),,,American Three-toed Woodpecker,,,,,,,,,American Three-toed Woodpecker,väike-laanerähn,,,amerikanpohjantikka,Pic à dos rayé,,Pic à dos rayé,,,,,,,Fichtenspecht,,,,,,Korkspæta,,,アメリカミユビゲラ,,,,,,,,,,,,,,,,,,granspett,,,dzięcioł kordylierski,,,,,,,,Американский трёхпалый дятел,Američki troprsti detlić,ďubník tajgový,Ameriški triprsti detel,Pico Tridáctilo Americano,,,,,,,,,,,,,Pico tridáctilo americano,,,vedspett,,,,Amerika Üç Parmaklı Ağaçkakanı,Дятел ялиновий,,"Woodpecker, American Three-toed",EBIRD,2024,Picoides dorsalis
11220,species,bkbwoo,avibase-6BDADC9C,Black-backed Woodpecker,Picoides arcticus,Piciformes,Picidae (Woodpeckers),Woodpeckers,,https://ebird.org/species/bkbwoo,Picoides arcticus,Black-backed Woodpecker,avibase-6BDADC9C,blackbackedwoodpecker,11109,species,bkbwoo,avibase-6BDADC9C,Black-backed Woodpecker,Picoides arcticus,Piciformes,Picidae (Woodpeckers),Woodpeckers,,bkbwoo,BBWO,0,,Swartrugspeg,,,,,,,,,,Черногръб трипръст кълвач,picot garser àrtic,,,,,crnoleđi djetlić,datlík černohřbetý,,Zwartrugspecht,Black-backed Woodpecker,Black-backed Woodpecker,,,Black-backed Woodpecker,,,Black-backed Woodpecker,,,,,,,,,Black-backed Woodpecker,mustselg-laanerähn,,,nokitikka,Pic à dos noir,,Pic à dos noir,,,,,,,Schwarzrückenspecht,,,,,,Bakkaspæta,,,セグロミユビゲラ,,,,,,,,,,,,,,,,,,svartryggspett,,,dzięcioł północny,,,,,,,,Черноспинный трёхпалый дятел,Crnoleđi troprsti detlić,ďubník čiernochrbtý,,Pico Ártico,,,,,,,,,,,,,Pico ártico,,,svartryggig hackspett,,,,Kara Sırtlı Ağaçkakan,Дятел північний,,"Woodpecker, Black-backed",EBIRD,2024,Picoides arcticus
11222,species,sulwoo2,avibase-4FDB8D83,Sulawesi Pygmy Woodpecker,Yungipicus temminckii,Piciformes,Picidae (Woodpeckers),Woodpeckers,,https://ebird.org/species/sulwoo2,Yungipicus temminckii,Sulawesi Pygmy Woodpecker,avibase-4FDB8D83,sulawesipygmywoodpecker,11111,species,sulwoo2,avibase-4FDB8D83,Sulawesi Pygmy Woodpecker,Yungipicus temminckii,Piciformes,Picidae (Woodpeckers),Woodpeckers,,sulwoo2,,0,,Soelawesispeg,,,,,,,,,,Сулавески малък кълвач,picot garser de Sulawesi,,,,,sulaveški djetlić,strakapoud celebeský,,Temminckspecht,Sulawesi Pygmy Woodpecker,Sulawesi Pygmy Woodpecker,,,Sulawesi Pygmy Woodpecker,,,Sulawesi Pygmy Woodpecker,,,,,,,,,Sulawesi Pygmy Woodpecker,sulawesi kirjurähn,,,celebesinpikkutikka,Pic de Temminck,,Pic de Temminck,,,,,,,Temminckspecht,,,,,,,Caladi sulawesi,,セレベスコゲラ,,,,,,,,,,,,,,,,,,sulawesispett,,,dzięcioł smugowany,,,,,,,,Сулавесский острокрылый дятел,Sulaveški detlić,ďateľ celebeský,,Pico de Célebes,,,,,,,,,,,,,Pico de Célebes,,,sulawesispett,,,,Selebes Ağaçkakanı,Дятел сулавеський,,"Woodpecker, Sulawesi Pygmy",EBIRD,2024,Yungipicus temminckii
11223,species,phiwoo1,avibase-1A7D3F29,Philippine Pygmy Woodpecker,Yungipicus maculatus,Piciformes,Picidae (Woodpeckers),Woodpeckers,,https://ebird.org/species/phiwoo1,Yungipicus maculatus,Philippine Pygmy Woodpecker,avibase-1A7D3F29,philippinepygmywoodpecker,11112,species,phiwoo1,avibase-1A7D3F29,Philippine Pygmy Woodpecker,Yungipicus maculatus,Piciformes,Picidae (Woodpeckers),Woodpeckers,,phiwoo1,,0,,Filippynse Speg,,,,,,,,,,Филипински малък кълвач,picot garser de les Filipines,,,,,filipinski djetlić,strakapoud filipínský,,Filipijnse specht,Philippine Pygmy Woodpecker,Philippine Pygmy Woodpecker,,,Philippine Pygmy Woodpecker,,,Philippine Pygmy Woodpecker,,,,,,,,,Philippine Pygmy Woodpecker,filipiini kirjurähn,,,filippiinienpikkutikka,Pic des Philippines,,Pic des Philippines,,,,,,,Scopolispecht,,,,,,,,,フィリピンコゲラ,,,,,,,,,,,,,,,,,,filippinerspett,,,dzięcioł plamkowany,,,,,,,,Филиппинский острокрылый дятел,Filipinski detlić,ďateľ filipínsky,,Pico Filipino,,,,,,,,,,,,,Pico filipino,,,filippinspett,,,,Filipin Ağaçkakanı,Дятел філіпінський,,"Woodpecker, Philippine Pygmy",EBIRD,2024,Yungipicus maculatus
11227,species,phiwoo3,avibase-8AEE3731,Sulu Pygmy Woodpecker,Yungipicus ramsayi,Piciformes,Picidae (Woodpeckers),Woodpeckers,,https://ebird.org/species/phiwoo3,Yungipicus ramsayi,Sulu Pygmy Woodpecker,avibase-8AEE3731,sulupygmywoodpecker,11116,species,phiwoo3,avibase-8AEE3731,Sulu Pygmy Woodpecker,Yungipicus ramsayi,Piciformes,Picidae (Woodpeckers),Woodpeckers,,phiwoo3,,0,,Suluspeg,,,,,,,,,,Сулуски малък кълвач,picot garser de les Sulu,,,,,suluski djetlić,strakapoud suluský,,Suluspecht,Sulu Pygmy Woodpecker,Sulu Pygmy Woodpecker,,,Sulu Pygmy Woodpecker,,,Sulu Pygmy Woodpecker,,,,,,,,,Sulu Pygmy Woodpecker,sulusaarte kirjurähn,,,,Pic de Ramsay,,Pic de Ramsay,,,,,,,Suluspecht,,,,,,,,,スールーコゲラ,,,,,,,,,,,,,,,,,,suluspett,,,dzięcioł ubogi,,,,,,,,Сулуанский острокрылый дятел,Detlić sa arhipelaga Sulu,ďateľ suluský,,Pico de las Sulu,,,,,,,,,,,,,Pico de las Joló,,,suluspett,,,,Sulu Ağaçkakanı,Дятел сулуйський,,"Woodpecker, Sulu Pygmy",EBIRD,2024,Yungipicus ramsayi
11228,species,bncwoo3,avibase-DB8E1EC2,Brown-capped Pygmy Woodpecker,Yungipicus nanus,Piciformes,Picidae (Woodpeckers),Woodpeckers,,https://ebird.org/species/bncwoo3,Yungipicus nanus,Brown-capped Pygmy Woodpecker,avibase-DB8E1EC2,browncappedpygmywoodpecker,11117,species,bncwoo3,avibase-DB8E1EC2,Brown-capped Pygmy Woodpecker,Yungipicus nanus,Piciformes,Picidae (Woodpeckers),Woodpeckers,,bncwoo3,,0,,Bruinkroonspeg,,,,,,,,,বাদামিমাথা ছোট কাঠঠোকরা,Индийски малък кълвач,picot garser de l'Índia,,,,,indijski djetlić,strakapoud hnědohlavý,,Indiase specht,Brown-capped Pygmy Woodpecker,Brown-capped Pygmy Woodpecker,,,Indian Pygmy Woodpecker,,,Brown-capped Pygmy Woodpecker,Brown-capped Pygmy Woodpecker (Indian Pygmy Woodpecker),,,,,,,,Brown-capped Pygmy Woodpecker,pisi-kirjurähn,,,,Pic à calotte brune,,Pic à calotte brune,,,,,,,Indienspecht,,ઝીણકો લક્ક્ડખોદ,,भूरा सिर कठफोड़वा,,,,,チャガシラコゲラ,ಚಿಟ್ಟು ಮರಕುಟಿಗ,,,,,,,,,തണ്ടാൻ മരംകൊത്തി,,,,,,,पुन्टे काष्ठकूट,hinduspett,,,dzięcioł brązowogłowy,,,,,,ਬੌਣਾ ਕੱਠਫੋੜਾ,,Бурошапочный острокрылый дятел,Smeđokapi detlić,ďateľ indický,,Pico Crestipardo,,,,,,,,,,,,,Pico crestipardo,,,hinduspett,,చిట్ట సురుటి పక్షి,,Kahverengi Başlıklı Ağaçkakan,Дятел рудоголовий,,"Woodpecker, Brown-capped Pygmy",EBIRD,2024,Yungipicus nanus
11233,species,bncwoo2,avibase-BAC6337B,Sunda Pygmy Woodpecker,Yungipicus moluccensis,Piciformes,Picidae (Woodpeckers),Woodpeckers,,https://ebird.org/species/bncwoo2,Yungipicus moluccensis,Sunda Pygmy Woodpecker,avibase-BAC6337B,sundapygmywoodpecker,11122,species,bncwoo2,avibase-BAC6337B,Sunda Pygmy Woodpecker,Yungipicus moluccensis,Piciformes,Picidae (Woodpeckers),Woodpeckers,,bncwoo2,,0,,Soendaspeg,,,,,,,,,,Зондски малък кълвач,picot garser d'Indonèsia,,,,,smeđokapi djetlić,strakapoud sundský,,Bruinkruinspecht,Sunda Pygmy Woodpecker,Sunda Pygmy Woodpecker,,,Sunda Pygmy Woodpecker,,,Sunda Pygmy Woodpecker,Sunda Pygmy Woodpecker,,,,,,,,Sunda Pygmy Woodpecker,džungli-kirjurähn,,,ruskolakkitikka,Pic nain,,Pic nain,,,,,,,Braunscheitelspecht,,,,,,,Caladi tilik,,マレーコゲラ,,,,,,,,,,,,,,,,,,sundaspett,,,dzięcioł orientalny,,,,,,,,Зондский острокрылый дятел,Sundski detlić,ďateľ ostrokrídly,,Pico de la Sonda,,,,,,,,,,,,,Pico de la Sonda,,,sundaspett,,,นกหัวขวานด่างแคระปักษ์ใต้,Sunda Ağaçkakanı,Дятел малазійський,,"Woodpecker, Sunda Pygmy",EBIRD,2024,Yungipicus moluccensis
11236,species,gycwoo1,avibase-5A4F2DF6,Gray-capped Pygmy Woodpecker,Yungipicus canicapillus,Piciformes,Picidae (Woodpeckers),Woodpeckers,,https://ebird.org/species/gycwoo1,Yungipicus canicapillus,Grey-capped Pygmy Woodpecker,avibase-5A4F2DF6,greycappedpygmywoodpecker,11125,species,gycwoo1,avibase-5A4F2DF6,Gray-capped Pygmy Woodpecker,Yungipicus canicapillus,Piciformes,Picidae (Woodpeckers),Woodpeckers,,gycwoo1,,0,,Gryswangspeg,,,,,,,,,ধূসরমাথা ছোট কাঠঠোকরা,Сивочел малък кълвач,picot garser frontgrís,小啄木,星頭啄木鳥,星头啄木鸟,,sivokapi djetlić,strakapoud šedočelý,,Grijskapspecht,Gray-capped Pygmy Woodpecker,Grey-capped Pygmy Woodpecker,,,Grey-capped Woodpecker,,,Grey-capped Pygmy Woodpecker,,,,,,,,,Gray-capped Pygmy Woodpecker,,,,aasianpikkutikka,Pic à coiffe grise,,Pic à coiffe grise,,,,,,,Grauscheitelspecht,,,,स्लेटी सिर कठफोड़वा,,,Caladi belacan,,ハイガシラコゲラ,,,,,아물쇠딱다구리,,,,,,,,,,,फुस्रोटाउके काष्ठकूट,फुस्रोटाउके काष्ठकूट,akrobatspett,,,dzięcioł drobny,,,,,,ਸਲੇਟੀ-ਸਿਰ ਕੱਠਫੋੜਾ,,Большой острокрылый дятел,Veliki oštrokrili detlić,ďateľ šedivý,,Pico Crestigrís,,,,,,,,,,,,,Pico crestigrís,,,gråkronad hackspett,,,นกหัวขวานด่างแคระ,Gri Başlı Ağaçkakan,Дятел сіролобий,,"Woodpecker, Gray-capped Pygmy",EBIRD,2024,Yungipicus canicapillus
11249,species,pygwoo1,avibase-6347258A,Japanese Pygmy Woodpecker,Yungipicus kizuki,Piciformes,Picidae (Woodpeckers),Woodpeckers,,https://ebird.org/species/pygwoo1,Yungipicus kizuki,Japanese Pygmy Woodpecker,avibase-6347258A,japanesepygmywoodpecker,11138,species,pygwoo1,avibase-6347258A,Japanese Pygmy Woodpecker,Yungipicus kizuki,Piciformes,Picidae (Woodpeckers),Woodpeckers,,pygwoo1,,0,,Japanese Speg,,,,,,,,,,Японски малък кълвач,picot garser kisuki,,,小星头啄木鸟,,smeđoglavi djetlić,strakapoud východní,,Kizukispecht,Japanese Pygmy Woodpecker,Japanese Pygmy Woodpecker,,,Japanese Pygmy Woodpecker,,,Japanese Pygmy Woodpecker,,,,,,,,,Japanese Pygmy Woodpecker,jaapani kirjurähn,,,japaninpikkutikka,Pic kisuki,,Pic kisuki,,,,,,,Kizukispecht,,,,,,Stúfspæta,,,コゲラ,,,,,쇠딱다구리,,,,,,,,,,,,,knøttspett,,,dzięcioł brązowolicy,,,,,,,,Малый острокрылый дятел,Mali oštrokrili detlić,ďateľ kizuki,,Pico Kizuki,,,,,,,,,,,,,Pico kizuki,,,kizukispett,,,,Kizuki Ağaçkakanı,Дятел бурощокий,,"Woodpecker, Japanese Pygmy",EBIRD,2024,Yungipicus kizuki
11263,species,yecwoo1,avibase-CBBA6CB0,Yellow-crowned Woodpecker,Leiopicus mahrattensis,Piciformes,Picidae (Woodpeckers),Woodpeckers,,https://ebird.org/species/yecwoo1,Leiopicus mahrattensis,Yellow-crowned Woodpecker,avibase-CBBA6CB0,yellowcrownedwoodpecker,11150,species,yecwoo1,avibase-CBBA6CB0,Yellow-crowned Woodpecker,Leiopicus mahrattensis,Piciformes,Picidae (Woodpeckers),Woodpeckers,,yecwoo1,,0,,Geelkroonspeg,,,,,,,,,মারাঠা কাঠঠোকরা,Жълтоглав кълвач,picot garser de Maratha,,,,,žutočeli djetlić,strakapoud indický,,Indische bonte specht,Yellow-crowned Woodpecker,Yellow-crowned Woodpecker,,,Yellow-crowned Woodpecker,,,Yellow-crowned Woodpecker,,,,,,,,,Yellow-crowned Woodpecker,hele-kirjurähn,,,helmiselkätikka,Pic mahratte,,Pic mahratte,,,,,,,Gelbscheitelspecht,,પીતશિર કાબરો લક્કડખોદ,,पीलताज कठफोड़वा,,,,,ベンガルアカゲラ,ಹಳದಿನೆತ್ತಿಯ ಮರಕುಟಿಗ,,,,,,,,,മറാഠാ മരംകൊത്തി,,पिवळ्या डोक्याचा सुतार,,,,,पहेँलोटाउके काष्ठकूट,ildkronespett,,,dzięcioł żółtoczelny,,,,,,ਟੋਕਾ,,Желтолобый дятел,Indijski žutočeli detlić,ďateľ žltočelý,,Pico Mahratta,,,,,,,,,,,,,Pico mahratta,,,mahrattaspett,,వడ్రంగిపిట్ట,นกหัวขวานด่างหน้าผากเหลือง,Sarı Başlıklı Ağaçkakan,Дятел жовтолобий,,"Woodpecker, Yellow-crowned",EBIRD,2024,Leiopicus mahrattensis
