Scientific (Clements),TAGS,AVIBASE,CONS_STATUS
Cacicus oseryi,UB::Colombia::Rare/Accidental UB::Colombia::Amazonia::Rare/Accidental UB::Colombia::Amazonas::Rare/Accidental UB::Ecuador::Common UB::Ecuador::Ecuador-(mainland)::Common UB::Ecuador::Oriente::Common UB::Ecuador::Morona-Santiago::Common UB::Ecuador::Napo-(former-province)::Common UB::Ecuador::Napo::Common UB::Ecuador::Orellana::Common UB::Ecuador::Pastaza::Common UB::Ecuador::Sucumbíos::Common UB::Ecuador::Zamora-Chinchipe::Common UB::Peru::Common UB::Peru::Andrés-Avelino-Cáceres::Common UB::Peru::Huánuco::Common UB::Peru::Junín::Common UB::Peru::Pasco::Common UB::Peru::Amazonas::Common UB::Peru::Loreto::Common UB::Peru::Inka::Common UB::Peru::Cusco::Common UB::Peru::Madre-de-Dios::Common UB::Peru::José-Carlos-Mariátegui::Common UB::Peru::Puno::Common UB::Peru::Nor-Oriental-del-Marañón::Common UB::Peru::Amazonas::Common UB::Peru::San-Martín-La-Libertad::Common UB::Peru::San-Martín::Common UB::Peru::Ucayali::Common UB::Peru::Ucayali::Common UB::Bolivia::Rare/Accidental UB::Brazil::Rare/Accidental UB::Brazil::North-Brazil::Common UB::Brazil::Northeast-Brazil::Common UB::Brazil::Center-West-Brazil::Common UB::Brazil::Acre::Common UB::Brazil::Amazonas::Common UB::Brazil::Mato-Grosso::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=408714DF0212B381,Least concern
Icterus dominicensis,UB::Haiti::Endemic-(country/region) UB::Dominican-Republic::Endemic-(country/region),https://avibase.bsc-eoc.org/species.jsp?avibaseid=4760A99A29B2EF0A,Least concern
Icterus melanopsis,UB::Cuba::Endemic,https://avibase.bsc-eoc.org/species.jsp?avibaseid=A965AA916095BA74,Least concern
Icterus northropi,UB::Bahamas::Endemic,https://avibase.bsc-eoc.org/species.jsp?avibaseid=C70AA1824FDECDFD,Endangered
Icterus portoricensis,UB::Puerto-Rico::Endemic,https://avibase.bsc-eoc.org/species.jsp?avibaseid=05284D57D2F6CC6C,Least concern
Icterus laudabilis,UB::Saint-Lucia::Endemic,https://avibase.bsc-eoc.org/species.jsp?avibaseid=B196BC4166FC311E,Endangered
Icterus oberi,UB::Montserrat::Endemic,https://avibase.bsc-eoc.org/species.jsp?avibaseid=80F9BE4B5BA2B7FD,Vulnerable
Icterus bonana,UB::Martinique::Endemic,https://avibase.bsc-eoc.org/species.jsp?avibaseid=ED0ABA398DFB138D,Vulnerable
Icterus wagleri,UB::United-States::Rare/Accidental UB::United-States::US-lower-48::Rare/Accidental UB::United-States::Mountain::Rare/Accidental UB::United-States::West-South-Central::Rare/Accidental UB::United-States::Arizona::Rare/Accidental UB::United-States::New-Mexico::Rare/Accidental UB::United-States::Texas::Rare/Accidental UB::Mexico::Common UB::Guatemala::Common UB::El-Salvador::Common UB::Honduras::Common UB::Nicaragua::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=87CD97E1711254F6,Least concern
Icterus maculialatus,UB::Mexico::Common UB::Guatemala::Common UB::El-Salvador::Common UB::Honduras::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=A7BA73590AD2F930,Least concern
Icterus prosthemelas,UB::Mexico::Common UB::Guatemala::Common UB::Belize::Common UB::Honduras::Common UB::Nicaragua::Common UB::Costa-Rica::Common UB::Panama::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=071A4C74E2661067,Least concern
Icterus spurius,"UB::Canada::Common UB::Canada::Alberta::Rare/Accidental UB::Canada::British-Columbia::Rare/Accidental UB::Canada::Manitoba::Common UB::Canada::New-Brunswick::Rare/Accidental UB::Canada::Newfoundland-and-Labrador::Rare/Accidental UB::Canada::Nova-Scotia::Rare/Accidental UB::Canada::Ontario::Common UB::Canada::Prince-Edward-Island::Rare/Accidental UB::Canada::Québec::Rare/Accidental UB::Canada::Saskatchewan::Common UB::Saint-Pierre-et-Miquelon::Rare/Accidental UB::United-States::Common UB::United-States::US-lower-48::Common UB::United-States::East-North-Central::Common UB::United-States::East-South-Central::Common UB::United-States::Middle-Atlantic::Common UB::United-States::Mountain::Common UB::United-States::New-England::Common UB::United-States::Pacific::Common UB::United-States::South-Atlantic::Common UB::United-States::West-North-Central::Common UB::United-States::West-South-Central::Common UB::United-States::Alaska::Rare/Accidental UB::United-States::Alabama::Common UB::United-States::Arkansas::Common UB::United-States::Arizona::Rare/Accidental UB::United-States::California::Common UB::United-States::Colorado::Common UB::United-States::Connecticut::Common UB::United-States::District-of-Columbia::Common UB::United-States::Delaware::Common UB::United-States::Florida::Common UB::United-States::Georgia::Common UB::United-States::Iowa::Common UB::United-States::Idaho::Rare/Accidental UB::United-States::Illinois::Common UB::United-States::Indiana::Common UB::United-States::Kansas::Common UB::United-States::Kentucky::Common UB::United-States::Louisiana::Common UB::United-States::Massachusetts::Common UB::United-States::Maryland::Common UB::United-States::Maine::Common UB::United-States::Michigan::Common UB::United-States::Minnesota::Common UB::United-States::Missouri::Common UB::United-States::Mississippi::Common UB::United-States::Montana::Common UB::United-States::North-Carolina::Common UB::United-States::North-Dakota::Common UB::United-States::Nebraska::Common UB::United-States::New-Hampshire::Common UB::United-States::New-Jersey::Common UB::United-States::New-Mexico::Common UB::United-States::Nevada::Rare/Accidental UB::United-States::New-York::Common UB::United-States::Ohio::Common UB::United-States::Oklahoma::Common UB::United-States::Oregon::Rare/Accidental UB::United-States::Pennsylvania::Common UB::United-States::Rhode-Island::Common UB::United-States::South-Carolina::Common UB::United-States::South-Dakota::Common UB::United-States::Tennessee::Common UB::United-States::Texas::Common UB::United-States::Utah::Rare/Accidental UB::United-States::Virginia::Common UB::United-States::Vermont::Common UB::United-States::Washington::Rare/Accidental UB::United-States::Wisconsin::Common UB::United-States::West-Virginia::Common UB::United-States::Wyoming::Common UB::Mexico::Common UB::Guatemala::Common UB::Belize::Common UB::El-Salvador::Common UB::Honduras::Common UB::Nicaragua::Common UB::Costa-Rica::Common UB::Panama::Common UB::Bermuda::Rare/Accidental UB::Bahamas::Common UB::Cuba::Common UB::Cayman-Islands::Rare/Accidental UB::Jamaica::Rare/Accidental UB::Dominican-Republic::Rare/Accidental UB::Puerto-Rico::Rare/Accidental UB::United-States-Virgin-Islands::Rare/Accidental UB::Montserrat::Rare/Accidental UB::Guadeloupe::Rare/Accidental UB::Trinidad-and-Tobago::Rare/Accidental UB::Bonaire,-Sint-Eustatius-and-Saba::Rare/Accidental UB::Curaçao::Rare/Accidental UB::Colombia::Common UB::Colombia::Bogotá::Common UB::Colombia::Distrito-Capital::Common UB::Colombia::Atlantica::Common UB::Colombia::Atlántico::Common UB::Colombia::Bolívar::Common UB::Colombia::Cesar::Common UB::Colombia::Córdoba::Common UB::Colombia::La-Guajira::Common UB::Colombia::Magdalena::Common UB::Colombia::San-Andrés-y-Providencia::Common UB::Colombia::Sucre::Common UB::Colombia::Pacífica::Common UB::Colombia::Cauca::Common UB::Colombia::Chocó::Common UB::Colombia::Valle-del-Cauca::Common UB::Colombia::Amazonia::Common UB::Colombia::Guaviare::Common UB::Colombia::Putumayo::Common UB::Colombia::Andina-Norte::Common UB::Colombia::Antioquia::Common UB::Colombia::Norte-de-Santander::Common UB::Colombia::Santander::Common UB::Colombia::Andina-Sur::Common UB::Colombia::Boyacá::Common UB::Colombia::Caldas::Common UB::Colombia::Cundinamarca::Common UB::Colombia::Huila::Common UB::Colombia::Quindío::Common UB::Colombia::Risaralda::Common UB::Colombia::Tolima::Common UB::Colombia::Orinoquia::Common UB::Colombia::Arauca::Common UB::Colombia::Casanare::Common UB::Colombia::Meta::Common UB::Venezuela::Common UB::Peru::Rare/Accidental UB::Peru::Amazonas::Rare/Accidental UB::Peru::Loreto::Rare/Accidental",https://avibase.bsc-eoc.org/species.jsp?avibaseid=000482C9FC0553CD,Least concern
Icterus cucullatus,UB::Canada::Rare/Accidental UB::Canada::British-Columbia::Rare/Accidental UB::Canada::Nova-Scotia::Rare/Accidental UB::Canada::Ontario::Rare/Accidental UB::Canada::Québec::Rare/Accidental UB::Canada::Yukon::Rare/Accidental UB::United-States::Common UB::United-States::US-lower-48::Common UB::United-States::East-North-Central::Rare/Accidental UB::United-States::East-South-Central::Rare/Accidental UB::United-States::Mountain::Common UB::United-States::Pacific::Common UB::United-States::South-Atlantic::Rare/Accidental UB::United-States::West-North-Central::Rare/Accidental UB::United-States::West-South-Central::Common UB::United-States::Alaska::Rare/Accidental UB::United-States::Alabama::Rare/Accidental UB::United-States::Arizona::Common UB::United-States::California::Common UB::United-States::Colorado::Rare/Accidental UB::United-States::Florida::Rare/Accidental UB::United-States::Georgia::Rare/Accidental UB::United-States::Iowa::Rare/Accidental UB::United-States::Idaho::Rare/Accidental UB::United-States::Kansas::Rare/Accidental UB::United-States::Kentucky::Rare/Accidental UB::United-States::Louisiana::Rare/Accidental UB::United-States::Michigan::Rare/Accidental UB::United-States::Mississippi::Rare/Accidental UB::United-States::Montana::Rare/Accidental UB::United-States::North-Carolina::Rare/Accidental UB::United-States::Nebraska::Rare/Accidental UB::United-States::New-Mexico::Common UB::United-States::Nevada::Common UB::United-States::Ohio::Rare/Accidental UB::United-States::Oklahoma::Rare/Accidental UB::United-States::Oregon::Rare/Accidental UB::United-States::Tennessee::Rare/Accidental UB::United-States::Texas::Common UB::United-States::Utah::Common UB::United-States::Washington::Rare/Accidental UB::United-States::Wisconsin::Rare/Accidental UB::United-States::Wyoming::Rare/Accidental UB::Mexico::Common UB::Guatemala::Rare/Accidental UB::Belize::Common UB::Cuba::Rare/Accidental,https://avibase.bsc-eoc.org/species.jsp?avibaseid=526A36924CDA313C,Least concern
Icterus chrysater,UB::Mexico::Common UB::Guatemala::Common UB::Belize::Common UB::El-Salvador::Common UB::Honduras::Common UB::Nicaragua::Common UB::Costa-Rica::Rare/Accidental UB::Panama::Common UB::Colombia::Common UB::Colombia::Bogotá::Common UB::Colombia::Distrito-Capital::Common UB::Colombia::Atlantica::Common UB::Colombia::Atlántico::Common UB::Colombia::Bolívar::Common UB::Colombia::Cesar::Common UB::Colombia::Córdoba::Common UB::Colombia::La-Guajira::Common UB::Colombia::Magdalena::Common UB::Colombia::Sucre::Common UB::Colombia::Pacífica::Common UB::Colombia::Cauca::Common UB::Colombia::Chocó::Common UB::Colombia::Nariño::Common UB::Colombia::Valle-del-Cauca::Common UB::Colombia::Amazonia::Common UB::Colombia::Caquetá::Common UB::Colombia::Guaviare::Common UB::Colombia::Putumayo::Common UB::Colombia::Andina-Norte::Common UB::Colombia::Antioquia::Common UB::Colombia::Norte-de-Santander::Common UB::Colombia::Santander::Common UB::Colombia::Andina-Sur::Common UB::Colombia::Boyacá::Common UB::Colombia::Caldas::Common UB::Colombia::Cundinamarca::Common UB::Colombia::Huila::Common UB::Colombia::Quindío::Common UB::Colombia::Risaralda::Common UB::Colombia::Tolima::Common UB::Colombia::Orinoquia::Common UB::Colombia::Arauca::Common UB::Colombia::Casanare::Common UB::Colombia::Meta::Common UB::Colombia::Vichada::Common UB::Venezuela::Common UB::Ecuador::Rare/Accidental UB::Ecuador::Ecuador-(mainland)::Rare/Accidental UB::Ecuador::Sierra::Rare/Accidental UB::Ecuador::Carchi::Rare/Accidental UB::Ecuador::Pichincha-&-Santo-Domingo-de-los-Tsáchilas::Rare/Accidental UB::Ecuador::Pichincha::Rare/Accidental,https://avibase.bsc-eoc.org/species.jsp?avibaseid=379A7116CA3BBDF1,Least concern
Icterus auricapillus,UB::Panama::Common UB::Colombia::Common UB::Colombia::Bogotá::Common UB::Colombia::Distrito-Capital::Common UB::Colombia::Atlantica::Common UB::Colombia::Atlántico::Common UB::Colombia::Bolívar::Common UB::Colombia::Cesar::Common UB::Colombia::Córdoba::Common UB::Colombia::La-Guajira::Common UB::Colombia::Magdalena::Common UB::Colombia::Sucre::Common UB::Colombia::Pacífica::Common UB::Colombia::Cauca::Common UB::Colombia::Chocó::Common UB::Colombia::Valle-del-Cauca::Common UB::Colombia::Andina-Norte::Common UB::Colombia::Antioquia::Common UB::Colombia::Norte-de-Santander::Common UB::Colombia::Santander::Common UB::Colombia::Andina-Sur::Common UB::Colombia::Boyacá::Common UB::Colombia::Caldas::Common UB::Colombia::Cundinamarca::Common UB::Colombia::Huila::Common UB::Colombia::Quindío::Common UB::Colombia::Risaralda::Common UB::Colombia::Tolima::Common UB::Colombia::Orinoquia::Common UB::Colombia::Arauca::Common UB::Colombia::Casanare::Common UB::Colombia::Meta::Common UB::Colombia::Vichada::Common UB::Venezuela::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=A27737B7A5A5EDEE,Least concern
Icterus graceannae,UB::Ecuador::Common UB::Ecuador::Ecuador-(mainland)::Common UB::Ecuador::Costa::Common UB::Ecuador::El-Oro::Common UB::Ecuador::Guayas-&-Santa-Elena::Common UB::Ecuador::Guayas::Common UB::Ecuador::Santa-Elena::Common UB::Ecuador::Manabí::Common UB::Ecuador::Oriente::Common UB::Ecuador::Zamora-Chinchipe::Common UB::Ecuador::Sierra::Common UB::Ecuador::Azuay::Common UB::Ecuador::Cañar::Common UB::Ecuador::Loja::Common UB::Peru::Common UB::Peru::Gran-Chavín::Common UB::Peru::Ancash::Common UB::Peru::Grau::Common UB::Peru::Piura::Common UB::Peru::Tumbes::Common UB::Peru::Lima-y-Callao::Common UB::Peru::Lima::Common UB::Peru::Lima-Province::Common UB::Peru::Nor-Oriental-del-Marañón::Common UB::Peru::Cajamarca::Common UB::Peru::Lambayeque::Common UB::Peru::San-Martín-La-Libertad::Common UB::Peru::La-Libertad::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E7F4C5C9B3EC45B9,Least concern
Icterus mesomelas,UB::Mexico::Common UB::Guatemala::Common UB::Belize::Common UB::Honduras::Common UB::Nicaragua::Common UB::Costa-Rica::Common UB::Panama::Common UB::Cuba::Rare/Accidental UB::Colombia::Common UB::Colombia::Bogotá::Common UB::Colombia::Distrito-Capital::Common UB::Colombia::Atlantica::Common UB::Colombia::Atlántico::Common UB::Colombia::Bolívar::Common UB::Colombia::Cesar::Common UB::Colombia::Córdoba::Common UB::Colombia::La-Guajira::Common UB::Colombia::Magdalena::Common UB::Colombia::Sucre::Common UB::Colombia::Pacífica::Common UB::Colombia::Cauca::Common UB::Colombia::Chocó::Common UB::Colombia::Nariño::Common UB::Colombia::Valle-del-Cauca::Common UB::Colombia::Andina-Norte::Common UB::Colombia::Antioquia::Common UB::Colombia::Norte-de-Santander::Common UB::Colombia::Santander::Common UB::Colombia::Andina-Sur::Common UB::Colombia::Boyacá::Common UB::Colombia::Caldas::Common UB::Colombia::Cundinamarca::Common UB::Colombia::Huila::Common UB::Colombia::Quindío::Common UB::Colombia::Risaralda::Common UB::Colombia::Tolima::Common UB::Venezuela::Common UB::Ecuador::Common UB::Ecuador::Ecuador-(mainland)::Common UB::Ecuador::Costa::Common UB::Ecuador::El-Oro::Common UB::Ecuador::Esmeraldas::Common UB::Ecuador::Guayas-&-Santa-Elena::Common UB::Ecuador::Guayas::Common UB::Ecuador::Santa-Elena::Common UB::Ecuador::Los-Ríos::Common UB::Ecuador::Manabí::Common UB::Ecuador::Oriente::Common UB::Ecuador::Napo-(former-province)::Common UB::Ecuador::Zamora-Chinchipe::Common UB::Ecuador::Sierra::Common UB::Ecuador::Azuay::Common UB::Ecuador::Bolívar::Common UB::Ecuador::Chimborazo::Common UB::Ecuador::Cañar::Common UB::Ecuador::Carchi::Common UB::Ecuador::Cotopaxi::Common UB::Ecuador::Imbabura::Common UB::Ecuador::Loja::Common UB::Ecuador::Pichincha-&-Santo-Domingo-de-los-Tsáchilas::Common UB::Ecuador::Pichincha::Common UB::Ecuador::Santo-Domingo-de-los-Tsáchilas::Common UB::Peru::Common UB::Peru::Andrés-Avelino-Cáceres::Common UB::Peru::Huánuco::Common UB::Peru::Gran-Chavín::Common UB::Peru::Ancash::Common UB::Peru::Grau::Common UB::Peru::Piura::Common UB::Peru::Tumbes::Common UB::Peru::Lima-y-Callao::Common UB::Peru::Lima-Province::Common UB::Peru::Nor-Oriental-del-Marañón::Common UB::Peru::Amazonas::Common UB::Peru::Cajamarca::Common UB::Peru::Lambayeque::Common UB::Peru::San-Martín-La-Libertad::Common UB::Peru::La-Libertad::Common UB::Peru::San-Martín::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=2E74AF7D8FFDBDBD,Least concern
Icterus cayanensis,UB::Trinidad-and-Tobago::Common UB::Colombia::Common UB::Colombia::Pacífica::Common UB::Colombia::Cauca::Common UB::Colombia::Nariño::Common UB::Colombia::Amazonia::Common UB::Colombia::Amazonas::Common UB::Colombia::Caquetá::Common UB::Colombia::Guainía::Common UB::Colombia::Guaviare::Common UB::Colombia::Putumayo::Common UB::Colombia::Vaupés::Common UB::Colombia::Andina-Norte::Common UB::Colombia::Norte-de-Santander::Common UB::Colombia::Andina-Sur::Common UB::Colombia::Boyacá::Common UB::Colombia::Cundinamarca::Common UB::Colombia::Orinoquia::Common UB::Colombia::Arauca::Common UB::Colombia::Casanare::Common UB::Colombia::Meta::Common UB::Colombia::Vichada::Common UB::Venezuela::Common UB::Guyana::Common UB::Suriname::Common UB::French-Guiana::Common UB::Ecuador::Common UB::Ecuador::Ecuador-(mainland)::Common UB::Ecuador::Oriente::Common UB::Ecuador::Morona-Santiago::Common UB::Ecuador::Napo-(former-province)::Common UB::Ecuador::Napo::Common UB::Ecuador::Orellana::Common UB::Ecuador::Pastaza::Common UB::Ecuador::Sucumbíos::Common UB::Ecuador::Zamora-Chinchipe::Common UB::Peru::Common UB::Peru::Andrés-Avelino-Cáceres::Common UB::Peru::Huánuco::Common UB::Peru::Junín::Common UB::Peru::Pasco::Common UB::Peru::Amazonas::Common UB::Peru::Loreto::Common UB::Peru::Inka::Common UB::Peru::Cusco::Common UB::Peru::Madre-de-Dios::Common UB::Peru::José-Carlos-Mariátegui::Common UB::Peru::Puno::Common UB::Peru::Lima-y-Callao::Common UB::Peru::Callao::Common UB::Peru::Los-Libertadores-Wari::Common UB::Peru::Ayacucho::Common UB::Peru::Nor-Oriental-del-Marañón::Common UB::Peru::Amazonas::Common UB::Peru::San-Martín-La-Libertad::Common UB::Peru::San-Martín::Common UB::Peru::Ucayali::Common UB::Peru::Ucayali::Common UB::Bolivia::Common UB::Brazil::Common UB::Brazil::North-Brazil::Common UB::Brazil::Northeast-Brazil::Common UB::Brazil::Southeast-Brazil::Common UB::Brazil::South-Brazil::Common UB::Brazil::Center-West-Brazil::Common UB::Brazil::Acre::Common UB::Brazil::Alagoas::Common UB::Brazil::Amapá::Common UB::Brazil::Amazonas::Common UB::Brazil::Espírito-Santo::Common UB::Brazil::Goiás::Common UB::Brazil::Maranhão::Common UB::Brazil::Mato-Grosso::Common UB::Brazil::Mato-Grosso-do-Sul::Common UB::Brazil::Pará::Common UB::Brazil::Paraíba::Common UB::Brazil::Paraná::Common UB::Brazil::Piauí::Common UB::Brazil::Rio-Grande-do-Norte::Common UB::Brazil::Rondônia::Common UB::Brazil::Roraima::Common UB::Brazil::Sergipe::Common UB::Brazil::Tocantins::Common UB::Paraguay::Rare/Accidental UB::Falkland-Islands-(Malvinas)::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=1A71A99718CF26DC,Least concern
Icterus pyrrhopterus,UB::Bolivia::Common UB::Brazil::Common UB::Brazil::North-Brazil::Common UB::Brazil::Northeast-Brazil::Common UB::Brazil::Southeast-Brazil::Common UB::Brazil::South-Brazil::Common UB::Brazil::Center-West-Brazil::Common UB::Brazil::Alagoas::Common UB::Brazil::Bahia::Common UB::Brazil::Ceará::Common UB::Brazil::Federal-District::Common UB::Brazil::Espírito-Santo::Common UB::Brazil::Goiás::Common UB::Brazil::Maranhão::Common UB::Brazil::Mato-Grosso::Common UB::Brazil::Mato-Grosso-do-Sul::Common UB::Brazil::Minas-Gerais::Common UB::Brazil::Paraíba::Common UB::Brazil::Paraná::Common UB::Brazil::Pernambuco::Common UB::Brazil::Piauí::Common UB::Brazil::Rio-de-Janeiro::Common UB::Brazil::Rio-Grande-do-Norte::Common UB::Brazil::Rio-Grande-do-Sul::Common UB::Brazil::Rondônia::Common UB::Brazil::Roraima::Common UB::Brazil::Santa-Catarina::Common UB::Brazil::São-Paulo::Common UB::Brazil::Sergipe::Common UB::Brazil::Tocantins::Common UB::Paraguay::Common UB::Uruguay::Common UB::Chile::Rare/Accidental UB::Argentina::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=C9B58AFF47EA2B5B,Least concern
Icterus icterus,"UB::Puerto-Rico::Introduced-species UB::United-States-Virgin-Islands::Rare/Accidental UB::Antigua-and-Barbuda::Rare/Accidental UB::Dominica::Rare/Accidental UB::Grenada::Rare/Accidental UB::Bonaire,-Sint-Eustatius-and-Saba::Introduced-species UB::Aruba::Common UB::Curaçao::Introduced-species UB::Colombia::Common UB::Colombia::Bogotá::Common UB::Colombia::Distrito-Capital::Common UB::Colombia::Atlantica::Common UB::Colombia::Atlántico::Common UB::Colombia::Bolívar::Common UB::Colombia::Cesar::Common UB::Colombia::La-Guajira::Common UB::Colombia::Magdalena::Common UB::Colombia::Sucre::Common UB::Colombia::Pacífica::Common UB::Colombia::Valle-del-Cauca::Common UB::Colombia::Andina-Norte::Common UB::Colombia::Norte-de-Santander::Common UB::Colombia::Santander::Common UB::Colombia::Andina-Sur::Common UB::Colombia::Boyacá::Common UB::Colombia::Caldas::Common UB::Colombia::Cundinamarca::Common UB::Colombia::Quindío::Common UB::Colombia::Risaralda::Common UB::Colombia::Tolima::Common UB::Colombia::Orinoquia::Common UB::Colombia::Arauca::Common UB::Colombia::Casanare::Common UB::Colombia::Meta::Common UB::Colombia::Vichada::Common UB::Venezuela::Common UB::Guyana::Rare/Accidental UB::Bolivia::Rare/Accidental",https://avibase.bsc-eoc.org/species.jsp?avibaseid=B7C6DEB5671C3D9F,Least concern
Icterus jamacaii,UB::Brazil::Endemic UB::Brazil::North-Brazil::Endemic-(country/region) UB::Brazil::Northeast-Brazil::Endemic-(country/region) UB::Brazil::Southeast-Brazil::Endemic-(country/region) UB::Brazil::South-Brazil::Endemic-(country/region) UB::Brazil::Center-West-Brazil::Endemic-(country/region) UB::Brazil::Alagoas::Endemic-(country/region) UB::Brazil::Amapá::Endemic-(country/region) UB::Brazil::Amazonas::Endemic-(country/region) UB::Brazil::Bahia::Endemic-(country/region) UB::Brazil::Ceará::Endemic-(country/region) UB::Brazil::Federal-District::Endemic-(country/region) UB::Brazil::Espírito-Santo::Endemic-(country/region) UB::Brazil::Goiás::Endemic-(country/region) UB::Brazil::Maranhão::Endemic-(country/region) UB::Brazil::Mato-Grosso::Endemic-(country/region) UB::Brazil::Mato-Grosso-do-Sul::Endemic UB::Brazil::Minas-Gerais::Endemic-(country/region) UB::Brazil::Pará::Endemic-(country/region) UB::Brazil::Paraíba::Endemic-(country/region) UB::Brazil::Paraná::Endemic-(country/region) UB::Brazil::Pernambuco::Endemic-(country/region) UB::Brazil::Piauí::Endemic-(country/region) UB::Brazil::Rio-de-Janeiro::Endemic UB::Brazil::Rio-Grande-do-Norte::Endemic-(country/region) UB::Brazil::Santa-Catarina::Endemic-(country/region) UB::Brazil::São-Paulo::Endemic-(country/region) UB::Brazil::Sergipe::Endemic-(country/region) UB::Brazil::Tocantins::Endemic-(country/region),https://avibase.bsc-eoc.org/species.jsp?avibaseid=24D0C8884BD0B0D0,Least concern
Icterus croconotus,UB::Colombia::Common UB::Colombia::Pacífica::Common UB::Colombia::Cauca::Common UB::Colombia::Nariño::Common UB::Colombia::Amazonia::Common UB::Colombia::Amazonas::Common UB::Colombia::Caquetá::Common UB::Colombia::Guaviare::Common UB::Colombia::Putumayo::Common UB::Colombia::Vaupés::Common UB::Colombia::Orinoquia::Common UB::Colombia::Meta::Common UB::Guyana::Common UB::Ecuador::Common UB::Ecuador::Ecuador-(mainland)::Common UB::Ecuador::Oriente::Common UB::Ecuador::Morona-Santiago::Common UB::Ecuador::Napo-(former-province)::Common UB::Ecuador::Napo::Common UB::Ecuador::Orellana::Common UB::Ecuador::Pastaza::Common UB::Ecuador::Sucumbíos::Common UB::Ecuador::Zamora-Chinchipe::Common UB::Ecuador::Sierra::Common UB::Ecuador::Tungurahua::Common UB::Peru::Common UB::Peru::Andrés-Avelino-Cáceres::Common UB::Peru::Huánuco::Common UB::Peru::Junín::Common UB::Peru::Pasco::Common UB::Peru::Amazonas::Common UB::Peru::Loreto::Common UB::Peru::Inka::Common UB::Peru::Cusco::Common UB::Peru::Madre-de-Dios::Common UB::Peru::José-Carlos-Mariátegui::Common UB::Peru::Puno::Common UB::Peru::Nor-Oriental-del-Marañón::Common UB::Peru::Amazonas::Common UB::Peru::San-Martín-La-Libertad::Common UB::Peru::San-Martín::Common UB::Peru::Ucayali::Common UB::Peru::Ucayali::Common UB::Bolivia::Common UB::Brazil::Common UB::Brazil::North-Brazil::Common UB::Brazil::Northeast-Brazil::Common UB::Brazil::Southeast-Brazil::Common UB::Brazil::South-Brazil::Common UB::Brazil::Center-West-Brazil::Common UB::Brazil::Acre::Common UB::Brazil::Amapá::Common UB::Brazil::Amazonas::Common UB::Brazil::Federal-District::Common UB::Brazil::Goiás::Common UB::Brazil::Mato-Grosso::Common UB::Brazil::Mato-Grosso-do-Sul::Common UB::Brazil::Pará::Common UB::Brazil::Paraná::Common UB::Brazil::Rio-de-Janeiro::Common UB::Brazil::Rondônia::Common UB::Brazil::Roraima::Common UB::Brazil::Santa-Catarina::Common UB::Brazil::São-Paulo::Common UB::Brazil::Tocantins::Common UB::Paraguay::Common UB::Argentina::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=4B32828D253196E7,Least concern
Icterus pustulatus,UB::United-States::Common UB::United-States::US-lower-48::Rare/Accidental UB::United-States::East-North-Central::Rare/Accidental UB::United-States::Mountain::Rare/Accidental UB::United-States::Pacific::Rare/Accidental UB::United-States::West-South-Central::Rare/Accidental UB::United-States::Arizona::Rare/Accidental UB::United-States::California::Rare/Accidental UB::United-States::Colorado::Rare/Accidental UB::United-States::New-Mexico::Rare/Accidental UB::United-States::Oregon::Rare/Accidental UB::United-States::Texas::Rare/Accidental UB::United-States::Utah::Rare/Accidental UB::United-States::Wisconsin::Rare/Accidental UB::Mexico::Common UB::Guatemala::Common UB::El-Salvador::Common UB::Honduras::Common UB::Nicaragua::Common UB::Costa-Rica::Common,https://avibase.bsc-eoc.org/species.jsp?avibaseid=DA089C8E5605B01E,Least concern
