Scientific (Clements),TAGS,AVIBASE,CONS_STATUS
Cossypha cyanocampter,,,
Cossypha semirufa,,,
Cossypha heuglini,,,
Cossypha natalensis,,,
Cossypha dichroa,,,
Cossypha heinrichi,,,
Cossypha niveicapilla,,,
Cossypha albicapillus,,,
Xenocopsychus ansorgei,,,
Cichladusa arquata,,,
Cichladusa ruficauda,,,
Cichladusa guttata,,,
Erithacus rubecula,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=C809B2B90399A43D,Least concern
Pogonocichla stellata,,,
Swynnertonia swynnertoni,,,
Chamaetylas poliocephala,,,
Chamaetylas poliophrys,,,
Chamaetylas choloensis,,,
Chamaetylas fuelleborni,,,
Stiphrornis pyrrholaemus,,,
Stiphrornis erythrothorax,,,
Stiphrornis mabirae,,,
Sheppardia polioptera,,,
Sheppardia poensis,,,
Sheppardia bocagei,,,
Sheppardia cyornithopsis,,,
Sheppardia aequatorialis,,,
Sheppardia sharpei,,,
Sheppardia gunningi,,,
Sheppardia gabela,,,
Sheppardia montana,,,
Sheppardia lowei,,,
Sheppardia aurantiithorax,,,
Leonardina woodi,,,
Vauriella gularis,,,
Vauriella insignis,,,
Vauriella albigularis,,,
Vauriella goodfellowi,,,
Heinrichia calligyna,,,
Brachypteryx hyperythra,,,
Brachypteryx leucophris,,,
Brachypteryx cruralis,,,
Brachypteryx sinensis,,,
Brachypteryx goodfellowi,,,
Brachypteryx poliogyna,,,
Brachypteryx erythrogyna,,,
Brachypteryx saturata,,,
Brachypteryx montana,,,
Brachypteryx floris,,,
Heteroxenicus stellatus,,,
Larvivora sibilans,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=9C05639866AC8592,Least concern
Larvivora ruficeps,,,
Larvivora akahige,,,
Larvivora tanensis,,,
Larvivora komadori,,,
Larvivora namiyei,,,
Larvivora brunnea,,,
Larvivora cyane,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=A8AA7E198F39BFB4,Least concern
Irania gutturalis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=73BD4B293448BBD5,Least concern
Luscinia luscinia,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=6EC667529FB53E43,Least concern
Luscinia megarhynchos,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=7C7F0DEE5B364038,Least concern
Luscinia phaenicuroides,,,
Luscinia svecica,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=AFD6FD811AA7D6A7,Least concern
Myophonus blighi,,,
Myophonus melanurus,,,
Myophonus glaucinus,,,
Myophonus castaneus,,,
Myophonus borneensis,,,
Myophonus robinsoni,,,
Myophonus horsfieldii,,,
Myophonus insularis,,,
Myophonus caeruleus,,,
Enicurus scouleri,,,
Enicurus leschenaulti,,,
Enicurus borneensis,,,
Enicurus maculatus,,,
Enicurus velatus,,,
Enicurus ruficapillus,,,
Enicurus immaculatus,,,
Enicurus schistaceus,,,
Calliope pectardens,,,
Calliope obscura,,,
Calliope calliope,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=786B0F98D1EE4C54,Least concern
Calliope pectoralis,,,
Calliope tschebaiewi,,,
Myiomela leucura,,,
Myiomela sumatrana,,,
Myiomela diana,,,
Cinclidium frontale,,,
Tarsiger cyanurus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E54B8DEE06ACE380,Least concern
Tarsiger albocoeruleus,,,
Tarsiger rufilatus,,,
Tarsiger hyperythrus,,,
Tarsiger indicus,,,
Tarsiger formosanus,,,
Tarsiger chrysaeus,,,
Tarsiger johnstoniae,,,
Ficedula zanthopygia,,,
Ficedula elisae,,,
Ficedula narcissina,,,
Ficedula owstoni,,,
Ficedula mugimaki,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=0557B8E5492F35F2,Least concern
Ficedula erithacus,,,
Ficedula nigrorufa,,,
Ficedula tricolor,,,
Ficedula hyperythra,,,
Ficedula hodgsoni,,,
Ficedula strophiata,,,
Ficedula sapphira,,,
Ficedula westermanni,,,
Ficedula superciliaris,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=808001B1A1E7CC7D,Least concern
Ficedula ruficauda,,,
Ficedula albicilla,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=99985173A619C8F2,Least concern
Ficedula subrubra,,,
Ficedula parva,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=6A3CA06B2496B003,Least concern
Ficedula semitorquata,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=BE56C141DDCFDA2E,Least concern
Ficedula hypoleuca,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=6E352E1870A195B7,Least concern
Ficedula speculigera,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=CD1B215680AA1E68,Least concern
Ficedula albicollis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=0B2F80584ED0F07E,Least concern
Ficedula riedeli,,,
Ficedula dumetoria,,,
Ficedula platenae,,,
Ficedula disposita,,,
Ficedula rufigula,,,
Ficedula henrici,,,
Ficedula buruensis,,,
Ficedula bonthaina,,,
Ficedula harterti,,,
Ficedula timorensis,,,
Ficedula basilanica,,,
Ficedula crypta,,,
Ficedula luzoniensis,,,
Phoenicurus frontalis,,,
Phoenicurus fuliginosus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=1850B440B1436E49,Least concern
Phoenicurus bicolor,,,
Phoenicurus erythronotus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=03E448A1E6FA7895,Least concern
Phoenicurus leucocephalus,,,
Phoenicurus alaschanicus,,,
Phoenicurus coeruleocephala,,,
Phoenicurus moussieri,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=7A8D10C08494138B,Least concern
Phoenicurus phoenicurus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=06DD9D954313582E,Least concern
Phoenicurus hodgsoni,,,
Phoenicurus schisticeps,,,
Phoenicurus erythrogastrus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=3B01E1715D1738E2,Least concern
Phoenicurus ochruros,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=612B5C244E272075,Least concern
Phoenicurus auroreus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E859E4990D43249D,Least concern
Monticola rufocinereus,,,
Monticola rufiventris,,,
Monticola gularis,,,
Monticola cinclorhyncha,,,
Monticola brevipes,,,
Monticola explorator,,,
Monticola imerina,,,
Monticola erythronotus,,,
Monticola sharpei,,,
Monticola saxatilis,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=736D38E7F9967842,Least concern
Monticola solitarius,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=41D76F4B19ACB4BD,Least concern
Monticola angolensis,,,
Monticola rupestris,,,
Monticola semirufus,,,
Saxicola rubetra,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=A0EDAEA2E89A9A96,Least concern
Saxicola macrorhynchus,,,
Saxicola insignis,,,
Saxicola dacotiae,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=FEA56E91BF4AA5B3,Near-threatened
Saxicola rubicola,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=0EA8F8B905405FB3,Least concern
Saxicola maurus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=DB645AF550561B05,Least concern
Saxicola stejnegeri,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=80216E854A9890D8,Least concern
Saxicola torquatus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=CF2E967489666AEA,Least concern
Saxicola tectes,,,
Saxicola leucurus,,,
Saxicola caprata,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=A64A1FA22261FA10,Least concern
Saxicola jerdoni,,,
Saxicola ferreus,,,
Saxicola gutturalis,,,
Campicoloides bifasciatus,,,
Emarginata sinuata,,,
Emarginata schlegelii,,,
Emarginata tractrac,,,
Pinarochroa sordida,,,
Thamnolaea cinnamomeiventris,,,
Myrmecocichla nigra,,,
Myrmecocichla aethiops,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E09F7223C4EE2649,Least concern
Myrmecocichla formicivora,,,
Myrmecocichla tholloni,,,
Myrmecocichla monticola,,,
Myrmecocichla melaena,,,
Myrmecocichla arnotti,,,
Oenanthe oenanthe,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=DF526047637004DD,Least concern
Oenanthe seebohmi,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=3983013B8ABF7894,Least concern
Oenanthe pileata,,,
Oenanthe bottae,,,
Oenanthe frenata,,,
Oenanthe isabellina,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E6C6F74630B2257B,Least concern
Oenanthe heuglinii,,,
Oenanthe monacha,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=17F2D08C6E241F98,Least concern
Oenanthe deserti,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=078BC0ED34F512AE,Least concern
Oenanthe hispanica,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=CBB941834F230C88,Least concern
Oenanthe cypriaca,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=A3148129CFD0450B,Least concern
Oenanthe melanoleuca,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=DF26171F72EF3655,Least concern
Oenanthe pleschanka,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=2FB34D83F74FCEAB,Least concern
Oenanthe albifrons,,,
Oenanthe phillipsi,,,
Oenanthe moesta,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=A9ADB78D5D6B570C,Least concern
Oenanthe melanura,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=10E5B18EA1A828A4,Least concern
Oenanthe familiaris,,,
Oenanthe dubia,,,
Oenanthe scotocerca,,,
Oenanthe fusca,,,
Oenanthe picata,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=F0CB79C0AA81DF96,Least concern
Oenanthe leucura,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=1C98EA2F8CD4DD15,Least concern
Oenanthe albonigra,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=95C1E7159E6E1642,Least concern
Oenanthe leucopyga,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=CAFA98EEE7F9CD86,Least concern
Oenanthe lugentoides,,,
Oenanthe lugubris,,,
Oenanthe finschii,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=3A712A25A08E7F15,Least concern
Oenanthe lugens,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=9EE7BF1C22CD5A7B,Least concern
Oenanthe xanthoprymna,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=FB7193205A928668,Least concern
Oenanthe chrysopygia,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E749750AA9A121CC,Least concern
Bombycilla garrulus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=AEF821EC4625150E,Least concern
Bombycilla cedrorum,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=9437D635FF4E2607,Least concern
Bombycilla japonica,UB::Western-Palearctic::Uncertain-origin ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=F13AA87F365F7687,Near-threatened
Moho braccatus,,,
Moho apicalis,,,
Moho bishopi,,,
Moho nobilis,,,
Chaetoptila angustipluma,,,
Phainoptila melanoxantha,,,
Ptiliogonys cinereus,,,
Ptiliogonys caudatus,,,
Phainopepla nitens,,,
Dulus dominicus,,,
Hylocitrea bonensis,,,
Hypocolius ampelinus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=D08193E075F2ED0A,Least concern
Promerops gurneyi,,,
Promerops cafer,,,
Modulatrix stictigula,,,
Arcanator orostruthus,,,
Kakamega poliothorax,,,
Prionochilus maculatus,,,
Prionochilus percussus,,,
Prionochilus plateni,,,
Prionochilus xanthopygius,,,
Prionochilus thoracicus,,,
Pachyglossa olivacea,,,
Pachyglossa agilis,,,
Pachyglossa everetti,,,
Pachyglossa propria,,,
Pachyglossa chrysorrhea,,,
Pachyglossa melanozantha,,,
Pachyglossa vincens,,,
Dicaeum dayakorum,,,
Dicaeum annae,,,
Dicaeum aureolimbatum,,,
Dicaeum nigrilore,,,
Dicaeum anthonyi,,,
Dicaeum kampalili,,,
Dicaeum bicolor,,,
Dicaeum quadricolor,,,
Dicaeum australe,,,
Dicaeum haematostictum,,,
Dicaeum retrocinctum,,,
Dicaeum trigonostigma,,,
Dicaeum hypoleucum,,,
Dicaeum erythrorhynchos,,,
Dicaeum concolor,,,
Dicaeum minullum,,,
Dicaeum virescens,,,
Dicaeum pygmaeum,,,
Dicaeum nehrkorni,,,
Dicaeum schistaceiceps,,,
Dicaeum erythrothorax,,,
Dicaeum vulneratum,,,
Dicaeum pectorale,,,
Dicaeum geelvinkianum,,,
Dicaeum nitidum,,,
Dicaeum eximium,,,
Dicaeum aeneum,,,
Dicaeum tristrami,,,
Dicaeum igniferum,,,
Dicaeum maugei,,,
Dicaeum ignipectus,,,
Dicaeum cambodianum,,,
Dicaeum luzoniense,,,
Dicaeum beccarii,,,
Dicaeum monticolum,,,
Dicaeum celebicum,,,
Dicaeum sanguinolentum,,,
Dicaeum rhodopygiale,,,
Dicaeum wilhelminae,,,
Dicaeum hanieli,,,
Dicaeum keiense,,,
Dicaeum hirundinaceum,,,
Dicaeum cruentatum,,,
Dicaeum trochileum,,,
Chalcoparia singalensis,,,
Deleornis fraseri,,,
Deleornis axillaris,,,
Anthreptes reichenowi,,,
Anthreptes anchietae,,,
Anthreptes simplex,,,
Anthreptes malacensis,,,
Anthreptes griseigularis,,,
Anthreptes rhodolaemus,,,
Anthreptes gabonicus,,,
Anthreptes longuemarei,,,
Anthreptes orientalis,,,
Anthreptes neglectus,,,
Anthreptes aurantius,,,
Anthreptes seimundi,,,
Anthreptes rectirostris,,,
Anthreptes tephrolaemus,,,
Anthreptes rubritorques,,,
Hedydipna collaris,,,
Hedydipna platura,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=B0E7740F312E814D,Least concern
Hedydipna metallica,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=8333D907947AF1C3,Least concern
Hedydipna pallidigaster,,,
Anabathmis reichenbachii,,,
Anabathmis hartlaubii,,,
Anabathmis newtonii,,,
Dreptes thomensis,,,
Anthobaphes violacea,,,
Cyanomitra verticalis,,,
Cyanomitra bannermani,,,
Cyanomitra cyanolaema,,,
Cyanomitra oritis,,,
Cyanomitra alinae,,,
Cyanomitra olivacea,,,
Cyanomitra veroxii,,,
Chalcomitra adelberti,,,
Chalcomitra fuliginosa,,,
Chalcomitra rubescens,,,
Chalcomitra amethystina,,,
Chalcomitra senegalensis,,,
Chalcomitra hunteri,,,
Chalcomitra balfouri,,,
Leptocoma zeylonica,,,
Leptocoma minima,,,
Leptocoma brasiliana,,,
Leptocoma sperata,,,
Leptocoma aspasia,,,
Leptocoma calcostetha,,,
Nectarinia bocagii,,,
Nectarinia purpureiventris,,,
Nectarinia tacazze,,,
Nectarinia kilimensis,,,
Nectarinia famosa,,,
Nectarinia johnstoni,,,
Drepanorhynchus reichenowi,,,
Cinnyris chloropygius,,,
Cinnyris minullus,,,
Cinnyris gertrudis,,,
Cinnyris manoensis,,,
Cinnyris chalybeus,,,
Cinnyris neergaardi,,,
Cinnyris stuhlmanni,,,
Cinnyris prigoginei,,,
Cinnyris ludovicensis,,,
Cinnyris reichenowi,,,
Cinnyris afer,,,
Cinnyris regius,,,
Cinnyris rockefelleri,,,
Cinnyris mediocris,,,
Cinnyris usambaricus,,,
Cinnyris fuelleborni,,,
Cinnyris moreaui,,,
Cinnyris loveridgei,,,
Cinnyris pulchellus,,,
Cinnyris melanogastrus,,,
Cinnyris mariquensis,,,
Cinnyris shelleyi,,,
Cinnyris congensis,,,
Cinnyris erythrocercus,,,
Cinnyris nectarinioides,,,
Cinnyris bifasciatus,,,
Cinnyris tsavoensis,,,
Cinnyris chalcomelas,,,
Cinnyris pembae,,,
Cinnyris bouvieri,,,
Cinnyris osea,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=783E492C70851B12,Least concern
Cinnyris habessinicus,UB::Western-Palearctic::Common ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=688582BF6188DAB4,Least concern
Cinnyris hellmayri,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=36D2C0CDD46F9A12,Least concern
Cinnyris coccinigastrus,,,
Cinnyris johannae,,,
Cinnyris superbus,,,
Cinnyris rufipennis,,,
Cinnyris oustaleti,,,
Cinnyris talatala,,,
Cinnyris venustus,,,
Cinnyris fuscus,,,
Cinnyris ursulae,,,
Cinnyris batesi,,,
Cinnyris cupreus,UB::Western-Palearctic::Uncertain-origin ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=1F21FFE9E22F56E3,Least concern
Cinnyris asiaticus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=E9BCF7640544FC7C,Least concern
Cinnyris ornatus,,,
Cinnyris infrenatus,,,
Cinnyris frenatus,,,
Cinnyris jugularis,,,
Cinnyris aurora,,,
Cinnyris clementiae,,,
Cinnyris teysmanni,,,
Cinnyris idenburgi,,,
Cinnyris buettikoferi,,,
Cinnyris solaris,,,
Cinnyris sovimanga,,,
Cinnyris notatus,,,
Cinnyris dussumieri,,,
Cinnyris humbloti,,,
Cinnyris comorensis,,,
Cinnyris coquerellii,,,
Cinnyris lotenius,,,
Aethopyga duyvenbodei,,,
Aethopyga ignicauda,,,
Aethopyga saturata,,,
Aethopyga gouldiae,,,
Aethopyga nipalensis,,,
Aethopyga shelleyi,,,
Aethopyga temminckii,,,
Aethopyga mystacalis,,,
Aethopyga vigorsii,,,
Aethopyga siparaja,,,
Aethopyga magnifica,,,
Aethopyga christinae,,,
Aethopyga bella,,,
Aethopyga eximia,,,
Aethopyga flagrans,,,
Aethopyga guimarasensis,,,
Aethopyga pulcherrima,,,
Aethopyga linaraborae,,,
Aethopyga primigenia,,,
Aethopyga boltoni,,,
Aethopyga tibolii,,,
Kurochkinegramma hypogrammicum,,,
Arachnothera crassirostris,,,
Arachnothera robusta,,,
Arachnothera flammifera,,,
Arachnothera dilutior,,,
Arachnothera longirostra,,,
Arachnothera juliae,,,
Arachnothera clarae,,,
Arachnothera chrysogenys,,,
Arachnothera flavigaster,,,
Arachnothera magna,,,
Arachnothera affinis,,,
Arachnothera modesta,,,
Arachnothera everetti,,,
Irena puella,,,
Irena tweeddalii,,,
Irena cyanogastra,,,
Chloropsis flavipennis,,,
Chloropsis palawanensis,,,
Chloropsis sonnerati,,,
Chloropsis cyanopogon,,,
Chloropsis moluccensis,,,
Chloropsis cochinchinensis,,,
Chloropsis kinabaluensis,,,
Chloropsis jerdoni,,,
Chloropsis aurifrons,,,
Chloropsis media,,,
Chloropsis hardwickii,,,
Chloropsis venusta,,,
Peucedramus taeniatus,,,
Urocynchramus pylzowi,,,
Bubalornis albirostris,,,
Bubalornis niger,,,
Dinemellia dinemelli,,,
Sporopipes frontalis,,,
Sporopipes squamifrons,,,
Plocepasser mahali,,,
Plocepasser superciliosus,,,
Plocepasser rufoscapulatus,,,
Plocepasser donaldsoni,,,
Histurgops ruficauda,,,
Pseudonigrita arnaudi,,,
Pseudonigrita cabanisi,,,
Philetairus socius,,,
Malimbus coronatus,,,
Malimbus cassini,,,
Malimbus ballmanni,,,
Malimbus racheliae,,,
Malimbus scutatus,,,
Malimbus ibadanensis,,,
Malimbus erythrogaster,,,
Malimbus nitens,,,
Malimbus malimbicus,,,
Malimbus rubricollis,,,
Anaplectes rubriceps,,,
Anaplectes jubaensis,,,
Ploceus flavipes,,,
Ploceus bertrandi,,,
Ploceus baglafecht,,,
Ploceus nigrimentus,,,
Ploceus bannermani,,,
Ploceus batesi,,,
Ploceus luteolus,,,
Ploceus pelzelni,,,
Ploceus subpersonatus,,,
Ploceus brachypterus,,,
Ploceus nigricollis,,,
Ploceus ocularis,,,
Ploceus melanogaster,,,
Ploceus alienus,,,
Ploceus capensis,,,
Ploceus temporalis,,,
Ploceus subaureus,,,
Ploceus xanthops,,,
Ploceus aurantius,,,
Ploceus bojeri,,,
Ploceus castaneiceps,,,
Ploceus princeps,,,
Ploceus xanthopterus,,,
Ploceus castanops,,,
Ploceus burnieri,,,
Ploceus holoxanthus,,,
Ploceus taeniopterus,,,
Ploceus intermedius,,,
Ploceus velatus,,,
Ploceus vitellinus,UB::Western-Palearctic::Rare/Accidental ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=FC6C191F4F9103DD,Least concern
Ploceus reichardi,,,
Ploceus katangae,,,
Ploceus ruweti,,,
Ploceus heuglini,,,
Ploceus galbula,UB::Western-Palearctic::Introduced-species ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=9F7489D0D6496D60,Least concern
Ploceus spekei,,,
Ploceus spekeoides,,,
Ploceus castaneofuscus,,,
Ploceus nigerrimus,,,
Ploceus cucullatus,,,
Ploceus grandis,,,
Ploceus weynsi,,,
Ploceus golandi,,,
Ploceus dichrocephalus,,,
Ploceus melanocephalus,UB::Western-Palearctic::Introduced-species ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=19D053B3A2A59558,Least concern
Ploceus jacksoni,,,
Ploceus rubiginosus,,,
Ploceus badius,,,
Ploceus aureonucha,,,
Ploceus tricolor,,,
Ploceus albinucha,,,
Ploceus bicolor,,,
Ploceus insignis,,,
Ploceus dorsomaculatus,,,
Ploceus preussi,,,
Ploceus olivaceiceps,,,
Ploceus nicolli,,,
Ploceus angolensis,,,
Ploceus sanctithomae,,,
Ploceus nelicourvi,,,
Ploceus sakalava,,,
Ploceus manyar,UB::Western-Palearctic::Introduced-species ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=29FF745B090A7283,Least concern
Ploceus philippinus,,,
Ploceus hypoxanthus,,,
Ploceus megarhynchus,,,
Ploceus benghalensis,,,
Pachyphantes superciliosus,,,
Quelea cardinalis,,,
Quelea erythrops,,,
Quelea quelea,,,
Brachycope anomala,,,
Foudia madagascariensis,,,
Foudia aldabrana,,,
Foudia eminentissima,,,
Foudia omissa,,,
Foudia delloni,,,
Foudia rubra,,,
Foudia sechellarum,,,
Foudia flavicans,,,
Euplectes franciscanus,,,
Euplectes orix,,,
Euplectes nigroventris,,,
Euplectes hordeaceus,,,
Euplectes gierowii,,,
Euplectes afer,UB::Western-Palearctic::Introduced-species ,https://avibase.bsc-eoc.org/species.jsp?avibaseid=4A58452BCE614FD1,Least concern
